,SKU,ITEMNAME,ITEMTYPE,VINTAGE,PRICEPERUNIT,TOTALQTY,CATID,DEPID,PACKID,SIZEID,NONTAXABLE,TAX1,NONACTIVE,ITEMLEVEL,CONTROLSKU,KEYWORD
1907,58558,VICTORY HOP RANCH SINGLE,6,,2.5,0,607,21,1,,0,1,0,2,82198,VICTORY HOP RANCH SINGLE SINGLE
1908,58560,FIRESTONE LUPONIC DISTORT NR,6,,3.0,0,607,21,1,,0,1,0,2,83737,FIRESTONE LUPONIC DISTORT NR SINGLE
1909,58561,VICTORY MOONGLOW WEIZ-CS,6,,2.99,2,607,21,1,,0,1,0,2,82142,VICTORY MOONGLOW WEIZ-CS SINGLE
1910,58562,WEIHENSTEPHANER HEFE 12OZ -CS,6,,1.99,0,536,21,1,15,0,1,0,2,70052,WEIHENSTEPHANER HEFE 12OZ -CS 12 OZ SINGLE
1911,58563,WEIHENSTEPHANER ORIG 12OZ-CS,6,,3.5,0,536,21,1,15,0,1,0,2,70053,WEIHENSTEPHANER ORIG 12OZ-CS 12 OZ SINGLE
1912,58568,FICKLIN RASPBERRY PORT ,0,,16.99,5,326,30,,6,0,1,0,0,,FICKLIN RASPBERRY PORT  500 ML
1913,58569,SANGRE DE VIDA BLANCO ,0,,39.99,0,287,25,,7,0,1,0,0,,SANGRE DE VIDA BLANCO  750 ML
1914,58574,TER DOLEN KRIEK 11.2OZ,0,,4.99,4,628,21,,15,0,1,0,0,,TER DOLEN KRIEK 11.2OZ 12 OZ
1915,58575,FEE BROTHERS CRANBERRY  BITTER,0,,6.99,3,422,43,,,0,1,0,0,,FEE BROTHERS CRANBERRY  BITTER
1916,58576,COUNT DOWN TO CHRISTMAS BAG,0,,2.99,0,429,46,,,0,1,0,0,,COUNT DOWN TO CHRISTMAS BAG
1917,58577,HENNESSEY PARADIS IMPERIAL,0,,2499.99,1,269,20,,,0,1,0,0,,HENNESSEY PARADIS IMPERIAL
1918,58578,TROEGS HOP KNIFE 12OZ NR CS,6,,40.99,3,607,21,8,15,0,1,0,0,78578,TROEGS HOP KNIFE 12OZ NR CS 12 OZ 24-PACK
1919,58579,TROEGS HOP KNIFE 12OZ NR CS,6,,10.99,0,607,21,3,15,0,1,0,1,78578,TROEGS HOP KNIFE 12OZ NR CS 12 OZ 6-PACK
1920,58580,CHIMAY JEROBOAM 3.0L,0,,99.99,-1,433,21,,11,0,1,0,0,,CHIMAY JEROBOAM 3.0L 3 LT
1921,58583,VINTURI WINE AERATOR WHITEWINE,0,,29.99,5,429,46,,,0,1,0,0,,VINTURI WINE AERATOR WHITEWINE
1922,58584,HEAVY SEASGREATER PUMPKIN 22OZ,0,,7.99,-3,607,21,,20,0,1,0,0,,HEAVY SEASGREATER PUMPKIN 22OZ [GREATER PUMPKIN 22OS] 22 OZ
1923,58585,STAMPED GIFT BAGS ASST COLORS,0,,1.49,403,429,46,,,0,1,0,0,,STAMPED GIFT BAGS ASST COLORS
1924,58586,ROGUE BEARD BEER 22OZ,0,,6.99,0,607,21,,20,0,1,0,0,,ROGUE BEARD BEER 22OZ 22 OZ
1925,58590,LA SELVA VERMENTINO '12,0,,14.99,0,368,32,,,0,1,0,0,,LA SELVA VERMENTINO '12
1926,58591,SEEF BIER 11.2OZ NR SINGLE,0,,3.99,0,433,21,,,0,1,0,0,,SEEF BIER 11.2OZ NR SINGLE
1927,58594,TWISTED STRAW LEMONADE 6 PACK,6,,8.49,-1,649,21,3,,0,1,0,1,81452,TWISTED STRAW LEMONADE 6 PACK 6-PACK
1928,58595,VICTORY SUMMER LOVE ALE CASE,6,,9.99,2,607,21,3,,0,1,0,1,81436,VICTORY SUMMER LOVE ALE CASE 6-PACK
1929,58598,FLYING FISH EXIT #16  NR CASE,6,,44.99,7,607,21,8,,0,1,0,0,78598,FLYING FISH EXIT #16  NR CASE 24-PACK
1930,58599,FLYING FISH EXIT #16  NR 6 PK,6,,11.99,0,607,21,3,,0,1,0,1,78598,FLYING FISH EXIT #16  NR 6 PK 6-PACK
1931,58600,DOM PLANTEVIN CAIRANNE 2005,0,,24.99,3,347,31,,7,0,1,0,0,,DOM PLANTEVIN CAIRANNE 2005 750 ML
1932,58601,CUTWATER LIGHT RUM,0,,25.99,4,281,23,,7,0,1,0,0,,CUTWATER LIGHT RUM 750 ML
1933,58602,WARKA RADLER 16.9OZ CAN CASE,6,,27.99,5,532,21,8,16,0,1,0,0,78602,WARKA RADLER 16.9OZ CAN CASE 16 OZ 24-PACK
1934,58603,WARKA RADLER 16.9OZ CAN CASE,6,,4.99,5,532,21,2,16,0,1,0,1,78602,WARKA RADLER 16.9OZ CAN CASE 16 OZ 4-PACK
1935,58609,COCKSPUR FINE RUM,0,,16.99,0,282,23,,7,0,1,0,0,,COCKSPUR FINE RUM 750 ML
1936,58610,OBOLON OKSAMITOVE 500ML NR CS,6,,38.99,2,532,21,15,6,0,1,0,0,70286,OBOLON OKSAMITOVE 500ML NR CS 500 ML 20-PACK
1937,58611,OBOLON OKSAMITOVE 500ML NR CS,6,,1.99,7,532,21,1,6,0,1,0,1,70286,OBOLON OKSAMITOVE 500ML NR CS 500 ML SINGLE
1938,58612,MANATAWNY MSW SMALL BATCH,0,,39.99,3,262,18,,7,0,1,0,0,,MANATAWNY MSW SMALL BATCH 750 ML
1939,58614,TRANSMITTER S4 SAISON ALE 750M,0,,14.99,0,607,21,,7,0,1,0,0,,TRANSMITTER S4 SAISON ALE 750M 750 ML
1940,58615,RED WINGED CORKSCREW,0,,4.49,18,429,46,,,0,1,0,0,,RED WINGED CORKSCREW
1941,58616,CASA MARIA TEMPRANILLO 2012,0,,6.99,1,376,34,,7,0,1,0,0,,CASA MARIA TEMPRANILLO 2012 750 ML
1942,58618,COOKS BRUT 187ML CASE,6,,10.99,3,295,28,2,3,0,1,0,1,86246,COOKS BRUT 187ML CASE 187 ML 4-PACK
1943,58620,JACQUART BRUT MOSAIQUE,0,,29.99,11,297,28,,7,0,1,0,0,,JACQUART BRUT MOSAIQUE 750 ML WS92
1944,58629,SMUTTYNOSE CHERRY SHORT CASE,6,,2.5,0,607,21,1,,0,1,0,2,80760,SMUTTYNOSE CHERRY SHORT CASE SINGLE
1945,58635,EPIC BREW SOUR APPLE 22OZ,0,,7.49,1,607,21,,20,0,1,0,0,,EPIC BREW SOUR APPLE 22OZ 22 OZ
1946,58636,SAM ADAMS COLD SNAP 6PK CASE,6,,2.5,0,538,21,1,,0,1,0,2,82326,SAM ADAMS COLD SNAP 6PK CASE SINGLE
1947,58638,RIONDO BLU PROSECCO 187,0,,3.99,0,300,28,,3,0,1,0,0,,RIONDO BLU PROSECCO 187 187 ML
1948,58639,DEKUYPER RASPBERRY RAZZMATAZZ,0,,11.99,7,293,27,,,0,1,0,0,,DEKUYPER RASPBERRY RAZZMATAZZ
1949,58641,KOURTAKI MAVRODAPHNE,0,,9.99,10,409,41,,,0,1,0,0,,KOURTAKI MAVRODAPHNE
1950,58642,CONEY ISLAND ROOT BEER CANS,6,,19.99,0,649,21,6,,0,1,0,1,78364,CONEY ISLAND ROOT BEER CANS 12-PACK
1951,58646,CHALONE MERLOT MONTEREY 2011,0,,14.99,0,315,30,,7,0,1,0,0,,CHALONE MERLOT MONTEREY 2011 750 ML
1952,58649,JOLIVET POUILLY FUME TERRE BLA,0,,31.99,0,660,31,,7,0,1,0,0,,JOLIVET POUILLY FUME TERRE BLA 750 ML
1953,58655,GOOSE ISLAND SUMMER ,6,,8.75,1,607,21,3,15,0,1,0,1,77077,GOOSE ISLAND SUMMER  12 OZ 6-PACK
1954,58656,CASA MATEO SAUVIGNON BLANC '14,0,,9.99,14,590,58,,7,0,1,0,0,,CASA MATEO SAUVIGNON BLANC '14 750 ML
1955,58657,FLYING FISH FARMHOUSE NR,6,,9.99,1,607,21,3,15,0,1,0,1,80391,FLYING FISH FARMHOUSE NR 12 OZ 6-PACK
1956,58659,LEINENKUGEL ORANGE 12PK CAN CS,6,,29.99,0,607,21,8,,0,1,0,0,78659,LEINENKUGEL ORANGE 12PK CAN CS 24-PACK
1957,58660,LEINENKUGEL ORANGE 12PK CAN ,6,,14.99,-1,607,21,6,,0,1,0,1,78659,LEINENKUGEL ORANGE 12PK CAN  12-PACK
1958,58662,NON-TAXABLE COUPON,0,,0.0,0,424,44,,,1,0,0,0,,NON-TAXABLE COUPON
1959,58663,PERRIER 25OZ,0,,1.99,0,423,43,,23,0,1,0,0,,PERRIER 25OZ 25 OZ
1960,58677,COCA COLA & FLAVORS ,0,,1.19,0,423,43,,9,0,1,1,0,,COCA COLA & FLAVORS  1.5 LT
1961,58678,PORTION CUPS 1OZ 50PACK,0,,2.49,2,432,46,,,0,1,0,0,,PORTION CUPS 1OZ 50PACK
1962,58692,RABBIT CORKSCREW KIT WITH BOOK,0,,49.99,1,429,46,,,0,1,0,0,,RABBIT CORKSCREW KIT WITH BOOK
1963,58693,BARTENDERS DAIQUIRI,0,,2.99,2,419,43,,,0,1,0,0,,BARTENDERS DAIQUIRI
1964,58730,ON THE BORDER MARGARITA BUCKET,0,,7.99,0,419,43,,19,0,1,1,0,,ON THE BORDER MARGARITA BUCKET 64 OZ
1965,58735,ON THE BORDER STRAW DAQ BUCKET,0,,7.99,0,419,43,,19,0,1,1,0,,ON THE BORDER STRAW DAQ BUCKET 64 OZ
1966,58769,BLUE POINT HOPTICAL ILLUS. CAS,6,,9.99,2,607,21,3,,0,1,0,1,71265,BLUE POINT HOPTICAL ILLUS. CAS 6-PACK
1967,58773,BLUE POINT SUMMER ALE CASE,6,,9.99,0,607,21,3,,0,1,0,1,72804,BLUE POINT SUMMER ALE CASE 6-PACK
1968,58892,ROGUE  IRISH STYLE LAGER 22OZ,0,,6.75,-2,607,21,,20,0,1,0,0,,ROGUE  IRISH STYLE LAGER 22OZ [IRISH STYLE LAGER] 22 OZ
1969,58897,ARCADIA IMPERIAL STOUT 12OZ SN,6,,5.0,0,607,21,1,15,0,1,0,2,88964,ARCADIA IMPERIAL STOUT 12OZ SN 12 OZ SINGLE
1970,58957,ROSE'S LIME JUICE 7OZ,0,,2.75,0,419,43,,14,0,1,0,0,,ROSE'S LIME JUICE 7OZ 7 OZ
1971,58978,SARANAC OCT FEST 12OZ 6PK,6,,7.99,0,607,21,3,15,0,1,0,1,79022,SARANAC OCT FEST 12OZ 6PK 12 OZ 6-PACK
1972,58979,SARANAC OCT FEST 12OZ SNG,6,,1.25,-1,607,21,1,15,0,1,0,2,79022,SARANAC OCT FEST 12OZ SNG 12 OZ SINGLE
1973,58999,SHIPYARD SUMMER- CASE,6,,30.99,0,607,21,8,,0,1,0,0,78999,SHIPYARD SUMMER- CASE 24-PACK
1974,59022,SARANAC OCT FEST 12OZ CASE,6,,28.99,0,607,21,8,15,0,1,0,0,79022,SARANAC OCT FEST 12OZ CASE 12 OZ 24-PACK
1975,59023,POST ROAD PUMPKIN 12OZ CASE,6,,2.0,0,607,21,1,15,0,1,0,2,80330,POST ROAD PUMPKIN 12OZ CASE 12 OZ SINGLE
1976,59024,CLOWN SHOES GALACTICA CS,6,,49.99,0,607,21,8,,0,1,0,0,79024,CLOWN SHOES GALACTICA CS 24-PACK
1977,59025,CLOWN SHOES GALACTICA 4PK,6,,8.99,0,607,21,2,,0,1,0,1,79024,CLOWN SHOES GALACTICA 4PK 4-PACK
1978,59032,BARTENDERS COLLINS,0,,2.99,3,419,43,,,0,1,0,0,,BARTENDERS COLLINS
1979,59040,BUDWEISER HOLIDAY STEIN,0,,15.99,15,432,46,,,0,1,0,0,,BUDWEISER HOLIDAY STEIN
1980,59066,SIERRA NEVADA PORTER 12OZ CASE,6,,2.5,0,607,21,1,15,0,1,0,2,80389,SIERRA NEVADA PORTER 12OZ CASE 12 OZ SINGLE
1981,59080,MATANZAS CREEK CHARDONNAY,0,,24.99,19,320,30,,7,0,1,0,0,,MATANZAS CREEK CHARDONNAY 750 ML
1982,59103,TOGNI CA TOGNI,0,,64.99,2,326,30,,5,0,1,0,0,,TOGNI CA TOGNI 375 ML
1983,59106,RIDGE CREST CAB SAUV '13 ,0,,12.99,2,525,59,,7,0,1,0,0,,RIDGE CREST CAB SAUV '13  750 ML
1984,59113,PHILLIP TOGNI HOWELL CAB '13,0,,135.99,12,314,30,,7,0,1,0,0,,PHILLIP TOGNI HOWELL CAB '13 750 ML WA96-99
1985,59114,NINETY + CABERNET LOT#74,0,,9.99,0,314,30,,7,0,1,0,0,,NINETY + CABERNET LOT#74 750 ML
1986,59117,PICHLER RIESLING SMAR STEIN 06,0,,63.99,1,654,63,,7,0,1,0,0,,PICHLER RIESLING SMAR STEIN 06 750 ML
1987,59126,THREE RINGS SHIRAZ RESERVE '04,0,,59.99,6,521,33,,7,0,1,0,0,,THREE RINGS SHIRAZ RESERVE '04 750 ML
1988,59127,WILD DUCK CREEK SPRING SHIRAZ,0,,39.99,11,521,33,,7,0,1,0,0,,WILD DUCK CREEK SPRING SHIRAZ 750 ML
1989,59161,WALS SAO FRANCISCO 375ML,0,,7.99,6,607,21,,5,0,1,0,0,,WALS SAO FRANCISCO 375ML 375 ML
1990,59193,SIERRA NEVADA 1/2 KEG,0,,169.0,-1,529,21,,29,0,1,0,0,,SIERRA NEVADA 1/2 KEG [SIERRA NEVEDA] KEG
1991,59201,B&J STRAW. DAIQ. 10OZ CASE,6,,2.5,0,278,21,1,15,0,1,0,2,88657,B&J STRAW. DAIQ. 10OZ CASE 12 OZ SINGLE
1992,59226,THOMAS BARTON RES MEDOC ,0,2012,15.99,7,696,31,,7,0,1,0,0,,THOMAS BARTON RES MEDOC  750 ML 2012
1993,59228,PERTIMALI ROSSO DI MONTALCINO,0,,29.99,24,571,32,,7,0,1,1,0,,PERTIMALI ROSSO DI MONTALCINO 750 ML
1994,59230,R VOERZIO ANNUNZIATA BARBER,0,,299.99,2,355,32,,9,0,1,0,0,,R VOERZIO ANNUNZIATA BARBER 1.5 LT
1995,59255,MIKES HARD POMEGRANITE,6,,1.49,0,649,21,1,15,0,1,0,2,100047,MIKES HARD POMEGRANITE 12 OZ SINGLE
1996,59260,SMIR ICE STRAWBERRY ACAI,6,,2.5,0,649,21,1,15,0,1,0,2,70022,SMIR ICE STRAWBERRY ACAI 12 OZ SINGLE
1997,59264,MIKES HARD LIME 12OZ CASE,6,,15.99,0,649,21,6,15,0,1,0,1,70740,MIKES HARD LIME 12OZ CASE 12 OZ 12-PACK
1998,59275,MIKES HARD POMEGRANITE,6,,7.49,0,649,21,3,15,0,1,0,1,100047,MIKES HARD POMEGRANITE 12 OZ 6-PACK
1999,59289,YUENGLING PREM LT NR ,6,,1.0,0,538,21,1,15,0,1,0,2,78129,YUENGLING PREM LT NR  12 OZ SINGLE
2000,59324,MILLER LITE 7OZ CASE,6,,1.0,0,538,21,1,14,0,1,0,2,80493,MILLER LITE 7OZ CASE 7 OZ SINGLE
2001,59327,MIL BEST LT CANS,6,,0.99,0,538,21,1,15,0,1,0,2,70131,MIL BEST LT CANS 12 OZ SINGLE
2002,59351,PABST CANS,6,,0.99,9,538,21,1,15,0,1,0,2,70129,PABST CANS 12 OZ SINGLE
2003,59366,MIL BEST ICE CANS,6,,0.99,0,538,21,1,15,0,1,0,2,70130,MIL BEST ICE CANS 12 OZ SINGLE
2004,59370,MIL BEST REG CANS,6,,0.99,0,538,21,1,15,0,1,0,2,70132,MIL BEST REG CANS 12 OZ SINGLE
2005,59378,DAB 12OZ SNG NR,6,,1.25,0,536,21,1,15,0,1,0,2,80852,DAB 12OZ SNG NR 12 OZ SINGLE
2006,59381,BECKS OKTOBERFEST 12OZ SNG,6,,1.49,0,536,21,1,15,0,1,0,2,74645,BECKS OKTOBERFEST 12OZ SNG 12 OZ SINGLE
2007,59394,BECKS OKTOBERFEST 12OZ 6PK,6,,8.99,-1,536,21,3,15,0,1,0,1,74645,BECKS OKTOBERFEST 12OZ 6PK 12 OZ 6-PACK
2008,59406,ST PAULI GIRL DK 12OZ NR 12PK ,0,,12.49,-2,536,21,6,15,0,1,0,0,,ST PAULI GIRL DK 12OZ NR 12PK  12 OZ 12-PACK
2009,59436,SCALDIS PRESTIGE -- OAK AGED,0,,44.99,4,433,21,,,0,1,0,0,,SCALDIS PRESTIGE -- OAK AGED
2010,59456,CHAPEAU FARO LAMBIC,0,,6.49,-1,433,21,,,0,1,0,0,,CHAPEAU FARO LAMBIC
2011,59461,DE PROEF LOZEN BOER,0,,11.99,0,433,21,,,0,1,0,0,,DE PROEF LOZEN BOER
2012,59466,BIERE DE MIEL ALE (HONEY),0,,10.99,3,433,21,,,0,1,0,0,,BIERE DE MIEL ALE (HONEY)
2013,59467,CHAPEAU PLUM LAMBIC,0,,6.49,-2,433,21,,,0,1,0,0,,CHAPEAU PLUM LAMBIC
2014,59468,BBBOURGONDIER BY DE REGENBOOG,6,,129.99,0,433,21,8,,0,1,0,0,70336,BBBOURGONDIER BY DE REGENBOOG 24-PACK
2015,59469,BBBOURGONDIER BY DE REGENBOOG,6,,5.49,7,433,21,1,,0,1,0,1,70336,BBBOURGONDIER BY DE REGENBOOG SINGLE
2016,59488,BROOKLYN MONSTER ALE CASE,6,,43.99,0,607,21,8,,0,1,0,0,79488,BROOKLYN MONSTER ALE CASE 24-PACK
2017,59489,BROOKLYN MONSTER ALE 4PK,6,,7.59,-1,607,21,2,,0,1,0,1,79488,BROOKLYN MONSTER ALE 4PK 4-PACK
2018,59496,HARPOON PUMPKIN CIDER 12OZ CAS,6,,41.99,0,613,21,8,15,0,1,0,0,79496,HARPOON PUMPKIN CIDER 12OZ CAS 12 OZ 24-PACK
2019,59504,CROSBY CABERNET SAUVIGNON ,0,2015,8.99,45,314,30,,7,0,1,0,0,,CROSBY CABERNET SAUVIGNON  750 ML 2015
2020,59507,BEACH HAUS KICK BACK CASE,6,,33.99,0,607,21,8,,0,1,0,0,79507,BEACH HAUS KICK BACK CASE 24-PACK
2021,59508,BEACH HAUS KICK BACK 6 PACK,6,,9.49,1,607,21,3,,0,1,0,1,79507,BEACH HAUS KICK BACK 6 PACK 6-PACK
2022,59639,DDOGFISH HEAD PUNKIN ALE--2004,0,,3.99,-1,434,21,,,0,1,0,0,,DDOGFISH HEAD PUNKIN ALE--2004
2023,59699,LLINDEMANS KRIEK  750,0,,8.99,-12,434,21,,7,0,1,0,0,,LLINDEMANS KRIEK  750 750 ML
2024,59830,MICHELOB ULTRA CANS,6,,1.0,0,538,21,1,15,0,1,0,2,70083,MICHELOB ULTRA CANS 12 OZ SINGLE
2025,59831,HAMILTON RUSSEL CHARDONNAY 15,0,,26.99,1,397,39,,7,0,1,0,0,,HAMILTON RUSSEL CHARDONNAY 15 750 ML
2026,59888,VELDENSTEINER PILS,0,,3.49,0,536,21,,16,0,1,0,0,,VELDENSTEINER PILS 16 OZ
2027,59889,VELDENSTEINER LANDBIER,0,,3.49,0,536,21,,16,0,1,0,0,,VELDENSTEINER LANDBIER 16 OZ
2028,59890,VELDENSTEINER WEISBIER ,0,,3.49,17,536,21,,16,0,1,0,0,,VELDENSTEINER WEISBIER  16 OZ
2029,59952,TROEGS OATMEAL ST.,0,,9.99,-5,277,21,3,15,0,1,1,0,,TROEGS OATMEAL ST. 12 OZ 6-PACK
2030,60059,CIDRE BOUCHE BRUT DE NORMANDIE,0,,6.75,12,277,21,,,0,1,0,0,,CIDRE BOUCHE BRUT DE NORMANDIE
2031,60105,AVERY 22OZ SALVATION,0,,6.99,4,277,21,,20,0,1,0,0,,AVERY 22OZ SALVATION 22 OZ
2032,60130,SLYFOX 113 IPA CAN ,6,,1.75,0,277,21,1,15,0,1,0,3,80285,SLYFOX 113 IPA CAN  12 OZ SINGLE
2033,60131,ERDINGER OKTOBERFEST 12OZ CASE,6,,39.99,2,277,21,8,15,0,1,0,0,80131,ERDINGER OKTOBERFEST 12OZ CASE 12 OZ 24-PACK
2034,60136,DOG HEAD IMMORT ALE 12OZ SNG,6,,3.75,-1,277,21,1,15,0,1,0,2,80140,DOG HEAD IMMORT ALE 12OZ SNG 12 OZ SINGLE
2035,60140,DOG HEAD IMMORT ALE 12OZ CS,6,,86.99,-1,277,21,8,15,0,1,0,0,80140,DOG HEAD IMMORT ALE 12OZ CS 12 OZ 24-PACK
2036,60166,SMUTTYNOSE SUMMER IPA,6,,9.99,0,277,21,3,15,0,1,0,1,80167,SMUTTYNOSE SUMMER IPA 12 OZ 6-PACK
2037,60167,SMUTTYNOSE SUMMER IPA,6,,36.99,0,607,21,8,15,0,1,0,0,80167,SMUTTYNOSE SUMMER IPA 12 OZ 24-PACK
2038,60169,FOUNDERS RED'S RYE-4PK,6,,9.99,-3,277,21,2,,0,1,0,1,75600,FOUNDERS RED'S RYE-4PK 4-PACK
2039,60199,ERDINGER OKTOBERFEST 12OZ SNG,6,,2.5,0,277,21,1,15,0,1,0,2,80131,ERDINGER OKTOBERFEST 12OZ SNG 12 OZ SINGLE
2040,60200,REDSTONE MEAD NECTAR OF HOPS,0,,16.99,-1,277,21,,7,0,1,0,0,,REDSTONE MEAD NECTAR OF HOPS 750 ML
2041,60203,ERDINGER OKTOBERFEST 12OZ 6PK,6,,9.99,0,277,21,3,15,0,1,0,1,80131,ERDINGER OKTOBERFEST 12OZ 6PK 12 OZ 6-PACK
2042,60210,DOG HEAD IMMORT ALE 12OZ 4PK,6,,14.99,0,277,21,2,15,0,1,0,1,80140,DOG HEAD IMMORT ALE 12OZ 4PK 12 OZ 4-PACK
2043,60212,AVERY 22OZ 24TH ANNIVERSARY ,0,,7.99,0,277,21,,20,0,1,0,0,,AVERY 22OZ 24TH ANNIVERSARY  22 OZ
2044,60214,DOGFISH 12OZ  WW STOUT 06 SNG,0,,7.99,-9,277,21,1,15,0,1,0,0,,DOGFISH 12OZ  WW STOUT 06 SNG 12 OZ SINGLE
2045,60216,REX & GOLIATH MALBEC ,0,,7.99,0,319,30,,7,0,1,1,0,,REX & GOLIATH MALBEC  750 ML
2046,60228,YUENGLING PREM LT NR ,6,,4.75,0,538,21,3,15,0,1,0,1,78129,YUENGLING PREM LT NR  12 OZ 6-PACK
2047,60229,CORKSCREW WINGED,0,,3.99,13,429,46,,,0,1,0,0,,CORKSCREW WINGED
2048,60236,SHIPYARD SUMMER- 6PK,6,,7.99,-11,607,21,3,,0,1,0,1,78999,SHIPYARD SUMMER- 6PK 6-PACK
2049,60237,SHOCK TOP LEMON SHANDY NR CASE,6,,28.99,1,607,21,8,,0,1,0,0,80237,SHOCK TOP LEMON SHANDY NR CASE 24-PACK
2050,60246,LEINENKUGEL IPL CASE,6,,8.99,-2,607,21,3,,0,1,0,1,80247,LEINENKUGEL IPL CASE 6-PACK
2051,60247,LEINENKUGEL IPL CASE,6,,33.99,-1,607,21,8,,0,1,0,0,80247,LEINENKUGEL IPL CASE 24-PACK
2052,60248,KAHLUA & MILK CASE,6,,1.99,0,278,21,1,3,0,1,0,2,82693,KAHLUA & MILK CASE 187 ML SINGLE
2053,60252,DAILY'S RASP DAIQUIRI 1.0L,0,,3.99,13,419,43,,8,0,1,0,0,,DAILY'S RASP DAIQUIRI 1.0L 1 LT
2054,60258,LAKEFRONT WHITE BEER 12OZNR CS,6,,9.99,2,607,21,3,15,0,1,0,1,80259,LAKEFRONT WHITE BEER 12OZNR CS 12 OZ 6-PACK
2055,60259,LAKEFRONT WHITE BEER 12OZNR CS,6,,37.99,0,607,21,8,15,0,1,0,0,80259,LAKEFRONT WHITE BEER 12OZNR CS 12 OZ 24-PACK
2056,60266,ONDINEKE CLASSIC TRIPEL 750ML,0,,9.99,0,433,21,,7,0,1,0,0,,ONDINEKE CLASSIC TRIPEL 750ML 750 ML
2057,60267,JENLAIN BLONDE 750ML,0,,6.99,-1,433,21,,7,0,1,0,0,,JENLAIN BLONDE 750ML 750 ML
2058,60268,BARTENDERS MARGARITA,0,,2.99,4,419,43,,,0,1,0,0,,BARTENDERS MARGARITA
2059,60274,PREMIO PINOT GRIGIO '13 ,0,,9.99,0,364,32,,7,0,1,1,0,,PREMIO PINOT GRIGIO '13  750 ML
2060,60278,HOFBRAU MAIBOCK 12OZ NR CASE,6,,9.99,2,536,21,3,15,0,1,0,1,76385,HOFBRAU MAIBOCK 12OZ NR CASE 12 OZ 6-PACK
2061,60279,STONE 22OZ RUINATION IPA,0,,6.99,-1,607,21,,20,0,1,0,0,,STONE 22OZ RUINATION IPA [RUINATION 22OZ] 22 OZ
2062,60280,BROOKLYN SUMMER CANS,6,,38.99,0,607,21,8,15,0,1,0,0,80280,BROOKLYN SUMMER CANS 12 OZ 24-PACK
2063,60281,BROOKLYN SUMMER CANS,6,,19.99,0,607,21,6,15,0,1,0,1,80280,BROOKLYN SUMMER CANS 12 OZ 12-PACK
2064,60285,SLYFOX 113 IPA CAN ,6,,34.99,0,277,21,8,15,0,1,0,0,80285,SLYFOX 113 IPA CAN  12 OZ 24-PACK
2065,60286,SLYFOX 113 IPA CAN ,6,,17.99,0,277,21,6,15,0,1,0,1,80285,SLYFOX 113 IPA CAN  12 OZ 12-PACK
2066,60287,SLYFOX 113 IPA CAN ,6,,9.25,-1,277,21,3,15,0,1,0,2,80285,SLYFOX 113 IPA CAN  12 OZ 6-PACK
2067,60288,BALTIKA #8 WHEAT ALE ,6,,2.19,18,621,21,1,16,0,1,0,1,100793,BALTIKA #8 WHEAT ALE  16 OZ SINGLE
2068,60291,HOBOKEN BLOODY MARY,0,,8.99,0,422,43,,7,0,1,1,0,,HOBOKEN BLOODY MARY 750 ML
2069,60294,DOM DE LA MADONE NOUVEAU 2009,0,,11.99,0,339,31,,7,0,1,0,0,,DOM DE LA MADONE NOUVEAU 2009 750 ML
2070,60295,HOFBRAU OKTOBERFEST NR CASE,6,,1.99,0,536,21,1,,0,1,0,2,80380,HOFBRAU OKTOBERFEST NR CASE SINGLE
2071,60299,FULLERS PORTER 12OZ SNG,6,,3.0,0,277,21,1,15,0,1,0,2,89799,FULLERS PORTER 12OZ SNG 12 OZ SINGLE
2072,60300,DE DOLLE EXTRA STOUT 11.2OZ SN,0,,6.99,5,433,21,,,0,1,0,0,,DE DOLLE EXTRA STOUT 11.2OZ SN
2073,60304,SCHLAFLY OKTOBERFEST 12OZ 6PK,6,,9.99,-3,607,21,3,15,0,1,0,1,76851,SCHLAFLY OKTOBERFEST 12OZ 6PK 12 OZ 6-PACK
2074,60307,WALS IPA QUAD 375ML,0,,7.99,5,607,21,,5,0,1,0,0,,WALS IPA QUAD 375ML 375 ML
2075,60311,SPATEN OCT FEST 12OZ SNG,0,,2.0,-1,536,21,1,15,0,1,0,0,,SPATEN OCT FEST 12OZ SNG 12 OZ SINGLE
2076,60320,"WOODCHUCK ""GRANNY"""" 12OZ SNG""",6,,2.5,0,613,21,1,15,0,1,0,2,81119,"WOODCHUCK ""GRANNY"""" 12OZ SNG 12 OZ SINGLE"""
2077,60321,LEFT HAND OCTOBER 12OZ CASE,6,,2.5,0,607,21,1,15,0,1,0,2,80581,LEFT HAND OCTOBER 12OZ CASE 12 OZ SINGLE
2078,60323,MONKEY JOES MIXED NUTS,0,,6.49,1,430,46,,,0,1,0,0,,MONKEY JOES MIXED NUTS
2079,60327,SMIR ICE ELEC MANDARIN 16OZ CS,6,,99.99,0,649,21,2,16,0,1,0,1,76788,SMIR ICE ELEC MANDARIN 16OZ CS 16 OZ 4-PACK
2080,60329,TURLEY JUVENILE ZIN 2016,0,,29.99,3,317,30,,,0,1,0,0,,TURLEY JUVENILE ZIN 2016
2081,60330,POST ROAD PUMPKIN 12OZ CASE,6,,38.99,3,607,21,8,15,0,1,0,0,80330,POST ROAD PUMPKIN 12OZ CASE 12 OZ 24-PACK
2082,60331,POST ROAD PUMPKIN 12OZ CASE,6,,10.99,0,607,21,3,15,0,1,0,1,80330,POST ROAD PUMPKIN 12OZ CASE 12 OZ 6-PACK
