,SKU,ITEMNAME,ITEMTYPE,VINTAGE,PRICEPERUNIT,TOTALQTY,CATID,DEPID,PACKID,SIZEID,NONTAXABLE,TAX1,NONACTIVE,ITEMLEVEL,CONTROLSKU,KEYWORD
11601,71285,SODA 12OZ CAN CASE,6,,11.99,136,423,43,8,15,0,1,0,0,91285,SODA 12OZ CAN CASE 12 OZ 24-PACK
11602,71286,SODA 12OZ CAN CASE,6,,6.99,1,423,43,6,15,0,1,0,1,91285,SODA 12OZ CAN CASE 12 OZ 12-PACK
11603,71287,SODA 12OZ CAN CASE,6,,3.99,1,423,43,3,15,0,1,0,2,91285,SODA 12OZ CAN CASE 12 OZ 6-PACK
11604,71288,SODA 12OZ CAN CASE,6,,1.0,1,423,43,1,15,0,1,0,3,91285,SODA 12OZ CAN CASE 12 OZ SINGLE
11605,71289,BELHAVEN SCOTCH ALE NR 4/6PK,6,,46.99,1,277,21,8,15,0,1,0,0,91289,BELHAVEN SCOTCH ALE NR 4/6PK 12 OZ 24-PACK
11606,71290,BELHAVEN SCOTCH ALE NR 4/6PK,6,,12.99,0,277,21,3,15,0,1,0,1,91289,BELHAVEN SCOTCH ALE NR 4/6PK 12 OZ 6-PACK
11607,71291,GNARLY HEAD OLD VINE ZIN ,0,,11.99,23,317,30,,7,0,1,0,0,,GNARLY HEAD OLD VINE ZIN  750 ML
11608,71292,BOLERO SNORT TAUREAU TRIPLE 22,0,,11.99,8,607,21,,20,0,1,0,0,,BOLERO SNORT TAUREAU TRIPLE 22 22 OZ
11609,71293,LAGUNITAS IMP COFFEE STOUT CS,0,,49.99,0,607,21,8,,0,1,0,0,91293,LAGUNITAS IMP COFFEE STOUT CS [IMPERIAL COFFEE STOU] 24-PACK
11610,71294,LAGUNITAS IMP COFFEE STOUT 6PK,0,,12.99,0,607,21,3,,0,1,0,0,91293,LAGUNITAS IMP COFFEE STOUT 6PK [IMPERIAL COFFEE STOU] 6-PACK
11611,71295,LAGUNITAS IMP COFFEE STOUT SNG,6,,3.5,-2,607,21,1,,0,1,0,0,91293,LAGUNITAS IMP COFFEE STOUT SNG SINGLE
11612,71296,MAJORSKA VODKA 375,0,,4.99,32,711,65,,5,0,1,0,0,,MAJORSKA VODKA 375 375 ML
11613,71297,DEWARS 12YR OLD ,0,,52.99,18,266,10,,10,0,1,0,0,,DEWARS 12YR OLD  1.75 LT
11614,71298,BUD REGULAR 30 PACK CANS,0,,27.99,162,538,21,9,15,0,1,0,0,,BUD REGULAR 30 PACK CANS 12 OZ 30-PACK
11615,71299,COPPER RIDGE CHARDONNAY,0,,5.99,106,320,30,,7,0,1,0,0,,COPPER RIDGE CHARDONNAY 750 ML
11616,71300,MANO A MANO   ,0,2014,9.99,0,376,34,,7,0,1,0,0,,MANO A MANO    750 ML 2014
11617,71301,JOHNSON FAMILY CABERNET ,0,2015,16.99,15,314,30,,7,0,1,0,0,,JOHNSON FAMILY CABERNET  750 ML 2015
11618,71302,TIN CUP AMERICAN WHISKEY,0,,36.99,7,204,18,,7,0,1,0,0,,TIN CUP AMERICAN WHISKEY 750 ML
11619,71303,ALESMITH SPEEDWAY ST 16OZ CAN,0,,5.99,-9,607,21,,16,0,1,0,0,,ALESMITH SPEEDWAY ST 16OZ CAN 16 OZ
11620,71304,LONE EAGLE WC IPA 16OZ CAN CS,6,,82.99,2,607,21,8,16,0,1,0,0,91304,LONE EAGLE WC IPA 16OZ CAN CS 16 OZ 24-PACK
11621,71305,LONE EAGLE WC IPA 16OZ CAN CS,6,,14.99,1,607,21,2,16,0,1,0,1,91304,LONE EAGLE WC IPA 16OZ CAN CS 16 OZ 4-PACK
11622,71308,GREAT DIVIDE CLAYMORE 12OZ CA,6,,44.99,0,607,21,8,15,0,1,0,0,91308,GREAT DIVIDE CLAYMORE 12OZ CA 12 OZ 24-PACK
11623,71309,GREAT DIVIDE CLAYMORE 12OZ 6PK,6,,11.49,0,607,21,3,15,0,1,0,1,91308,GREAT DIVIDE CLAYMORE 12OZ 6PK 12 OZ 6-PACK
11624,71310,HONORO VERA GARNACHA ,0,,7.99,10,376,34,,7,0,1,0,0,,HONORO VERA GARNACHA  750 ML
11625,71311,MARQUES DE RISCAL RED RISERVA,0,,19.99,83,376,34,,7,0,1,0,0,,MARQUES DE RISCAL RED RISERVA 750 ML
11626,71312,FRANZISKANER HEFE 16OZ CASE,6,,39.99,3,536,21,8,16,0,1,0,0,91312,FRANZISKANER HEFE 16OZ CASE 16 OZ 24-PACK
11627,71313,FRANZISKANER HEFE 16OZ CASE,6,,2.25,8,536,21,1,16,0,1,0,1,91312,FRANZISKANER HEFE 16OZ CASE 16 OZ SINGLE
11628,71314,BECKS LT 12OZ CASE,6,,29.99,4,536,21,8,15,0,1,0,0,91314,BECKS LT 12OZ CASE 12 OZ 24-PACK
11629,71315,COORS LT CAN 30PK,0,,26.99,107,538,21,9,15,0,1,0,0,,COORS LT CAN 30PK 12 OZ 30-PACK
11630,71316,CHANDON ROSE  ,0,,23.99,20,296,28,,7,0,1,0,0,,CHANDON ROSE   750 ML
11631,71317,SAUZA CONMEMORATIVO ANEJO ,0,,29.99,22,547,25,,7,0,1,0,0,,SAUZA CONMEMORATIVO ANEJO  750 ML
11632,71318,JACK DANIELS #7 BLACK LABEL ,0,,36.99,26,262,18,,8,0,1,0,0,,JACK DANIELS #7 BLACK LABEL  1 LT
11633,71319,KEYSTONE ICE 24OZ CANS CASE,6,,11.99,5,538,21,6,24,0,1,0,0,91319,KEYSTONE ICE 24OZ CANS CASE 24 OZ 12-PACK
11634,71320,KEYSTONE ICE 24OZ CANS CASE,6,,1.19,7,538,21,1,24,0,1,0,1,91319,KEYSTONE ICE 24OZ CANS CASE 24 OZ SINGLE
11635,71321,BLACK BOX MERLOT ,0,,24.99,17,311,29,,11,0,1,0,0,,BLACK BOX MERLOT  3 LT
11636,71322,BUD REGULAR 25OZ-CS,6,,21.99,5,538,21,14,23,0,1,0,0,91322,BUD REGULAR 25OZ-CS 25 OZ 15-PACK
11637,71323,BUD REGULAR 25OZ-CS,6,,1.59,3,538,21,1,23,0,1,0,1,91322,BUD REGULAR 25OZ-CS 25 OZ SINGLE
11638,71324,GNARLY HEAD AUTHENTIC BLACK,0,,11.99,26,319,30,,7,0,1,0,0,,GNARLY HEAD AUTHENTIC BLACK 750 ML
11639,71325,THREE OLIVES VODKA ,0,,31.99,14,290,26,,10,0,1,0,0,,THREE OLIVES VODKA  1.75 LT
11640,71326,KENDALL JACKSON AVANT CHARD 14,0,,14.99,35,320,30,,7,0,1,0,0,,KENDALL JACKSON AVANT CHARD 14 750 ML
11641,71327,BUCHANAN 12YR ,0,,38.99,10,266,10,,7,0,1,0,0,,BUCHANAN 12YR  750 ML
11642,71328,J LOHR CHARDONNAY RIVERSTONE,0,,13.99,81,320,30,,7,0,1,0,0,,J LOHR CHARDONNAY RIVERSTONE 750 ML
11643,71329,WOODBRIDGE CHARD ,0,,14.99,58,320,30,,9,0,1,0,0,,WOODBRIDGE CHARD  1.5 LT
11644,71330,MICHAEL POZZAN ALEX CAB,0,,17.99,53,314,30,,7,0,1,0,0,,MICHAEL POZZAN ALEX CAB 750 ML
11645,71331,KETTLE COOKED REG,0,,1.69,5,430,46,,,0,1,0,0,,KETTLE COOKED REG
11646,71332,JOHNNIE WALKER BLACK LABEL ,0,,43.99,86,266,10,,7,0,1,0,0,,JOHNNIE WALKER BLACK LABEL  750 ML
11647,71333,R MONDAVI NAPA CAB SAUV ,0,,29.99,27,314,30,,7,0,1,0,0,,R MONDAVI NAPA CAB SAUV  750 ML
11648,71334,BERINGER CALIFORNIA CHARD ,0,,6.99,18,320,30,,7,0,1,0,0,,BERINGER CALIFORNIA CHARD  750 ML
11649,71335,NATURAL ICE CANS,6,,22.99,14,538,21,9,15,0,1,0,0,91335,NATURAL ICE CANS 12 OZ 30-PACK
11650,71336,STROLLO'S TERIYAKI STICK,0,,1.59,50,430,46,,,0,1,0,0,,STROLLO'S TERIYAKI STICK
11651,71337,SAPPORO SILVER CUP 22OZ-CS,6,,35.99,5,618,21,6,20,0,1,0,0,91337,SAPPORO SILVER CUP 22OZ-CS 22 OZ 12-PACK
11652,71338,SAPPORO SILVER CUP 22OZ CAN,6,,3.25,5,618,21,1,20,0,1,0,1,91337,SAPPORO SILVER CUP 22OZ CAN 22 OZ SINGLE
11653,71339,AMERICAN SPIRITS,0,,9.25,57,428,46,,,0,1,0,0,,AMERICAN SPIRITS
11654,71340,BOSCO DEI CIRMIOLI  MONTE,0,,9.99,54,360,32,,9,0,1,0,0,,BOSCO DEI CIRMIOLI  MONTE 1.5 LT
11655,71341,APOTHIC RED ,0,,11.99,316,319,30,,7,0,1,0,0,,APOTHIC RED  750 ML
11656,71342,APOTHIC DARK 2013 ,0,,11.99,68,319,30,,7,0,1,0,0,,APOTHIC DARK 2013  750 ML
11657,71343,FRANZIA PINOT GRIGIO ,0,,19.99,11,311,29,,13,0,1,0,0,,FRANZIA PINOT GRIGIO  5 LT
11658,71344,GALLO CHARDONNAY ,0,,8.99,14,320,30,,9,0,1,0,0,,GALLO CHARDONNAY  1.5 LT
11659,71345,GUINESS 14.9OZ 8PK CANS-CS,6,,40.99,18,614,21,8,,0,1,0,0,91345,GUINESS 14.9OZ 8PK CANS-CS 24-PACK
11660,71346,GUINESS 14.9OZ 8PK CANS-CS,6,,14.99,2,614,21,4,,0,1,0,1,91345,GUINESS 14.9OZ 8PK CANS-CS 8-PACK
11661,71347,MAJORSKA VODKA 200,0,,2.99,19,711,65,,4,0,1,0,0,,MAJORSKA VODKA 200 200 ML
11662,71348,NEW AMSTERDAM PEACH ,0,,0.99,134,711,65,,1,0,1,0,0,,NEW AMSTERDAM PEACH  50 ML
11663,71349,NEW AMSTERDAM VODKA ,0,,0.99,146,711,65,,1,0,1,0,0,,NEW AMSTERDAM VODKA  50 ML
11664,71350,KEYSTONE LIGHT 24OZ CANS CASE,6,,11.99,7,538,21,6,24,0,1,0,0,91350,KEYSTONE LIGHT 24OZ CANS CASE 24 OZ 12-PACK
11665,71351,KEYSTONE LIGHT 24OZ CANS CASE,6,,1.19,11,538,21,1,24,0,1,0,1,91350,KEYSTONE LIGHT 24OZ CANS CASE 24 OZ SINGLE
11666,71352,BLACKSTONE CALIFORNIA CHARD,0,,7.99,16,320,30,,7,0,1,0,0,,BLACKSTONE CALIFORNIA CHARD 750 ML
11667,71353,MARTINI & ROSSI DRY VERM ,0,,9.99,13,416,42,,7,0,1,0,0,,MARTINI & ROSSI DRY VERM  750 ML
11668,71354,CROWN ROYAL ,0,,56.99,7,263,11,,10,0,1,0,0,,CROWN ROYAL  1.75 LT
11669,71355,MARTINI & ROSSI SWEET VERM ,0,,9.99,14,416,42,,7,0,1,0,0,,MARTINI & ROSSI SWEET VERM  750 ML
11670,71356,SMIRNOFF VODKA 80 375,0,,7.99,73,711,65,,5,0,1,0,0,,SMIRNOFF VODKA 80 375 375 ML
11671,71357,MILLER LITE 8OZ CAN CASE,6,,14.99,4,538,21,8,28,0,1,0,0,91357,MILLER LITE 8OZ CAN CASE 8 OZ 24-PACK
11672,71358,MILLER LITE 8OZ CAN CASE,6,,3.99,1,538,21,3,28,0,1,0,1,91357,MILLER LITE 8OZ CAN CASE 8 OZ 6-PACK
11673,71359,TWISTED TEA 12OZ CANS CASE,6,,31.99,2,649,21,8,15,0,1,0,0,91359,TWISTED TEA 12OZ CANS CASE 12 OZ 24-PACK
11674,71360,PABST CANS,6,,21.99,34,538,21,9,15,0,1,0,0,70129,PABST CANS 12 OZ 30-PACK
11675,71361,HENRYS HARD GRAPE 12OZ NR CS,6,,35.99,1,649,21,8,15,0,1,0,0,91361,HENRYS HARD GRAPE 12OZ NR CS 12 OZ 24-PACK
11676,71362,HENRYS HARD GRAPE 12OZ NR CS,6,,9.99,1,649,21,3,15,0,1,0,1,91361,HENRYS HARD GRAPE 12OZ NR CS 12 OZ 6-PACK
11677,71363,PORT BREW WIPEOUT IPA 22OZ,0,,5.49,10,607,21,,20,0,1,0,0,,PORT BREW WIPEOUT IPA 22OZ 22 OZ
11678,71364,HEAVEN HILL WHITE ,0,,21.99,12,262,18,,10,0,1,0,0,,HEAVEN HILL WHITE  1.75 LT
11679,71365,NEW BELGIUM CITRADELIC TANG NR,6,,37.99,0,607,21,8,,0,1,0,0,91365,NEW BELGIUM CITRADELIC TANG NR 24-PACK
11680,71366,NEW BELGIUM CITRADELIC TANG NR,6,,9.99,-5,607,21,3,,0,1,0,1,91365,NEW BELGIUM CITRADELIC TANG NR 6-PACK
11681,71367,JADOT MACON BLANC-VILLAGE ,0,,14.99,132,343,31,,7,0,1,0,0,,JADOT MACON BLANC-VILLAGE  750 ML
11682,71368,BUD REGULAR NR 2/12PK ,6,,24.99,13,538,21,8,15,0,1,0,0,91368,BUD REGULAR NR 2/12PK  12 OZ 24-PACK
11683,71369,BUD REGULAR NR 2/12PK ,6,,12.99,0,538,21,6,15,0,1,0,1,91368,BUD REGULAR NR 2/12PK  12 OZ 12-PACK
11684,71370,SH'BUBBLES ROSE,0,,21.99,0,296,28,,7,0,1,1,0,,SH'BUBBLES ROSE 750 ML
11685,71371,SHAFER HILLSIDE CAB 2009,0,,299.99,-1,314,30,,7,0,1,0,0,,SHAFER HILLSIDE CAB 2009 750 ML
11686,71372,CHANDON BRUT CUVEE ,0,,22.99,42,296,28,,7,0,1,0,0,,CHANDON BRUT CUVEE  750 ML
11687,71373,BOLLA VALPOLICELLA ,0,,15.99,36,579,32,,9,0,1,0,0,,BOLLA VALPOLICELLA  1.5 LT
11688,71374,SEAGRAMS LIME TWISTED GIN ,0,,20.99,10,279,22,,10,0,1,0,0,,SEAGRAMS LIME TWISTED GIN  1.75 LT
11689,71375,BERINGER CA WHITE ZIN ,0,,11.99,128,313,30,,9,0,1,0,0,,BERINGER CA WHITE ZIN  1.5 LT
11690,71376,KENWOOD SONOMA SAUV BLANC ,0,2016,13.99,23,324,30,,7,0,1,0,0,,KENWOOD SONOMA SAUV BLANC  750 ML 2016
11691,71377,GRAYSON CELLARS CABERNET ,0,,8.99,15,314,30,,7,0,1,0,0,,GRAYSON CELLARS CABERNET  750 ML
11692,71378,LAYS FRENCH ONION DIP,0,,3.29,1,430,46,,,0,1,0,0,,LAYS FRENCH ONION DIP
11693,71379,TOSTITOS MILD SALSA,0,,2.99,4,430,46,,,0,1,0,0,,TOSTITOS MILD SALSA
11694,71380,HARPOON UFO 12OZ NR CASE,6,,39.99,0,607,21,8,15,0,1,0,0,91380,HARPOON UFO 12OZ NR CASE 12 OZ 24-PACK
11695,71381,BOMBAY SAPPHIRE GIN ,0,,51.99,65,280,22,,10,0,1,0,0,,BOMBAY SAPPHIRE GIN  1.75 LT
11696,71382,RUFFINO LUMINA PINOT GRIGIO,0,,9.99,131,364,32,,7,0,1,0,0,,RUFFINO LUMINA PINOT GRIGIO 750 ML
11697,71383,THE GLENLIVET 12YR OLD ,0,,52.99,63,149,10,,7,0,1,0,0,,THE GLENLIVET 12YR OLD  750 ML
11698,71384,CHARLES DE FERE BRUT RESERVE,0,,11.99,72,297,28,,7,0,1,0,0,,CHARLES DE FERE BRUT RESERVE 750 ML
11699,71385,DARK HORSE CABERNET SAUV ,0,,10.99,45,314,30,,7,0,1,0,0,,DARK HORSE CABERNET SAUV  750 ML
11700,71386,CARNIVOR CABERNET 2014,0,,13.99,78,314,30,,7,0,1,0,0,,CARNIVOR CABERNET 2014 750 ML
11701,71387,H3 CABERNET,0,,16.99,35,525,59,,7,0,1,0,0,,H3 CABERNET 750 ML
11702,71388,337 LODI CABERNET 2013 ,0,,13.99,86,314,30,,7,0,1,0,0,,337 LODI CABERNET 2013  750 ML
11703,71389,BEEFEATER GIN ,0,,43.99,42,280,22,,10,0,1,0,0,,BEEFEATER GIN  1.75 LT
11704,71390,MARLBORO KING,0,,8.75,41,428,46,,,0,1,0,0,,MARLBORO KING
11705,71391,E & J PEACH BRANDY 200ML,0,,4.99,0,711,65,,4,0,1,0,0,,E & J PEACH BRANDY 200ML 200 ML
11706,71392,CHIVAS REGAL ,0,,75.99,48,266,10,,10,0,1,0,0,,CHIVAS REGAL  1.75 LT
11707,71393,BUD ICE 25OZ CANS CASE,6,,14.99,12,538,21,14,23,0,1,0,0,91393,BUD ICE 25OZ CANS CASE 25 OZ 15-PACK
11708,71394,BUD ICE 25OZ CANS CASE,6,,0.99,6,538,21,1,23,0,1,0,1,91393,BUD ICE 25OZ CANS CASE 25 OZ SINGLE
11709,71395,FLEISCHMANNS VODKA 80 ,0,,7.49,23,289,26,,7,0,1,0,0,,FLEISCHMANNS VODKA 80  750 ML
11710,71396,FRANGELICO ,0,,27.99,1,292,27,,7,0,1,0,0,,FRANGELICO  750 ML
11711,71397,TRIBUNO DRY VERMOUTH ,0,,5.99,11,413,42,,8,0,1,0,0,,TRIBUNO DRY VERMOUTH  1 LT
11712,71398,SVEDKA VODKA ,0,,22.99,245,290,26,,10,0,1,0,0,,SVEDKA VODKA  1.75 LT
11713,71399,YUENGLING LT NR 2/12PK,6,,22.99,11,538,21,8,,0,1,0,0,91399,YUENGLING LT NR 2/12PK 24-PACK
11714,71400,YUENGLING LT NR 2/12PK,6,,10.99,1,538,21,6,,0,1,0,1,91399,YUENGLING LT NR 2/12PK 12-PACK
11715,71401,CLOS DU BOIS BARREL CHARD ,0,,17.99,62,320,30,,9,0,1,0,0,,CLOS DU BOIS BARREL CHARD  1.5 LT
11716,71402,MILLER DRAFT CAN 24OZ,6,,16.99,5,538,21,6,24,0,1,0,0,91402,MILLER DRAFT CAN 24OZ 24 OZ 12-PACK
11717,71403,MILLER DRAFT CAN 24OZ,6,,1.49,5,538,21,1,24,0,1,0,1,91402,MILLER DRAFT CAN 24OZ 24 OZ SINGLE
11718,71404,SMARTFOODS WHITE CHEDDAR,0,,3.99,6,430,46,,,0,1,0,0,,SMARTFOODS WHITE CHEDDAR
11719,71405,CAPTAIN MORGAN SPICED RUM ,0,,33.99,107,530,23,,10,0,1,0,0,,CAPTAIN MORGAN SPICED RUM  1.75 LT
11720,71406,ICE CUBES,0,,2.59,82,431,46,,,1,0,0,0,,ICE CUBES
11721,71407,PADDY IRISH WHISKEY ,0,,27.99,14,267,56,,7,0,1,0,0,,PADDY IRISH WHISKEY  750 ML
11722,71409,CORONA EXTRA NR 4/6PK,6,,34.99,5,708,21,8,15,0,1,0,0,91409,CORONA EXTRA NR 4/6PK 12 OZ 24-PACK
11723,71410,CORONA EXTRA NR 4/6PK,6,,8.99,0,708,21,3,15,0,1,0,1,91409,CORONA EXTRA NR 4/6PK 12 OZ 6-PACK
11724,71411,ANGRY ORCHARD CRISP APPLE  4/6,6,,37.99,11,613,21,8,15,0,1,0,0,91411,ANGRY ORCHARD CRISP APPLE  4/6 12 OZ 24-PACK
11725,71412,ANGRY ORCHARD CRISP APPLE  4/6,6,,9.99,2,613,21,3,15,0,1,0,1,91411,ANGRY ORCHARD CRISP APPLE  4/6 12 OZ 6-PACK
11726,71413,TROPICANA ORANGE JUICE QUARTS,0,,3.19,21,419,43,,18,0,1,0,0,,TROPICANA ORANGE JUICE QUARTS 32 OZ
11727,71414,BULLEIT BOURBON 375,0,,18.99,7,711,65,,5,0,1,0,0,,BULLEIT BOURBON 375 375 ML
11728,71415,ANDRE EXTRA DRY ,0,,6.99,47,296,28,,7,0,1,0,0,,ANDRE EXTRA DRY  750 ML
11729,71416,PLATINUM VODKA ,0,,21.99,41,289,26,,10,0,1,0,0,,PLATINUM VODKA  1.75 LT
11730,71417,TITO'S HANDMADE VODKA 200ML,0,,9.39,29,711,65,,4,0,1,0,0,,TITO'S HANDMADE VODKA 200ML 200 ML
11731,71418,FLEISCHMANNS PREFERRED ,0,,16.99,6,204,18,,10,0,1,0,0,,FLEISCHMANNS PREFERRED  1.75 LT
11732,71419,EVIL GENIUS PURPLE MONKEY CASE,6,,40.99,1,607,21,8,,0,1,0,0,91419,EVIL GENIUS PURPLE MONKEY CASE 24-PACK
11733,71420,EVIL GENIUS PURPLE MONKEY 6PK,6,,10.99,1,607,21,3,,0,1,0,1,91419,EVIL GENIUS PURPLE MONKEY 6PK 6-PACK
11734,71421,CHAT SAINT MARIE RED ,0,2015,13.99,8,340,31,,7,0,1,0,0,,CHAT SAINT MARIE RED  750 ML 2015
11735,71423,CHAT SAINT MARIE WHITE ,0,2016,13.99,10,341,31,,7,0,1,0,0,,CHAT SAINT MARIE WHITE  750 ML 2016
11736,71424,ALTANUTA PINOT GRIGIO,0,,15.99,43,364,32,,7,0,1,0,0,,ALTANUTA PINOT GRIGIO 750 ML
11737,71425,SAN GIUSEPPE PINOT GRIGIO ,0,,12.99,46,364,32,,7,0,1,0,0,,SAN GIUSEPPE PINOT GRIGIO  750 ML
11738,71426,WEYERBACHER MERRY MONKS CASE,6,,44.99,1,277,21,8,,0,1,0,0,91426,WEYERBACHER MERRY MONKS CASE 24-PACK
11739,71427,WEYERBACHER MERRY MONKS 6PK,6,,11.99,3,277,21,3,,0,1,0,1,91426,WEYERBACHER MERRY MONKS 6PK 6-PACK
11740,71428,BLACK VELVET ,0,,19.99,12,263,11,,10,0,1,0,0,,BLACK VELVET  1.75 LT
11741,71429,REX & GOLIATH CABERNET ,0,,11.99,48,314,30,,9,0,1,0,0,,REX & GOLIATH CABERNET  1.5 LT
11742,71430,COPPER RIDGE CABERNET,0,,5.99,85,314,30,,7,0,1,0,0,,COPPER RIDGE CABERNET 750 ML
11743,71431,COORS REG CAN ,6,,22.99,23,538,21,8,15,0,1,0,0,91431,COORS REG CAN  12 OZ 24-PACK
11744,71432,COORS REG CAN ,6,,11.99,1,538,21,6,15,0,1,0,1,91431,COORS REG CAN  12 OZ 12-PACK
11745,71433,KNOB CREEK BOURBON ,0,,36.99,31,262,18,,7,0,1,0,0,,KNOB CREEK BOURBON  750 ML
11746,71434,DEWARS ,0,,23.99,65,265,10,,7,0,1,0,0,,DEWARS  750 ML
11747,71435,SAM ADAMS HOPSCAPE NR CASE,6,,37.99,0,607,21,8,,0,1,0,0,91435,SAM ADAMS HOPSCAPE NR CASE 24-PACK
11748,71436,SAM ADAMS HOPSCAPE NR CASE,6,,9.99,0,607,21,3,,0,1,0,1,91435,SAM ADAMS HOPSCAPE NR CASE 6-PACK
11749,71437,KETEL ONE VODKA ,0,,49.99,59,290,26,,10,0,1,0,0,,KETEL ONE VODKA  1.75 LT
11750,71438,APOTHIC CRUSH,0,,11.99,72,319,30,,7,0,1,0,0,,APOTHIC CRUSH 750 ML
11751,71439,COORS LT 8OZ CAN ,6,,14.99,10,538,21,8,28,0,1,0,0,91439,COORS LT 8OZ CAN  8 OZ 24-PACK
11752,71440,COORS LT 8OZ CAN ,6,,4.99,1,538,21,4,28,0,1,0,1,91439,COORS LT 8OZ CAN  8 OZ 8-PACK
11753,71441,HEINEKEN REG NR 2/12PK,6,,32.99,65,714,21,8,15,0,1,0,0,91441,HEINEKEN REG NR 2/12PK 12 OZ 24-PACK
11754,71442,HEINEKEN REG NR 2/12PK,6,,16.99,0,714,21,6,15,0,1,0,1,91441,HEINEKEN REG NR 2/12PK 12 OZ 12-PACK
11755,71443,CAPTAIN MORGAN SPICED RUM ,0,,23.99,32,530,23,,7,0,1,0,0,,CAPTAIN MORGAN SPICED RUM  750 ML
11756,71444,FOSTER 25OZ CAN CASE,6,,21.99,3,622,21,6,23,0,1,0,0,91444,FOSTER 25OZ CAN CASE 25 OZ 12-PACK
11757,71445,FOSTER 25OZ CAN CASE,6,,1.99,7,622,21,1,23,0,1,0,1,91444,FOSTER 25OZ CAN CASE 25 OZ SINGLE
11758,71446,RIONDO PROSECCO 187,6,,3.99,0,300,28,1,3,0,1,0,1,100829,RIONDO PROSECCO 187 187 ML SINGLE
11759,71447,YELLOW TAIL MOSCATO ,0,,7.99,13,543,33,,7,0,1,0,0,,YELLOW TAIL MOSCATO  750 ML
11760,71448,HENRY'S HARD ORANGE SODA CASE,6,,35.99,2,649,21,8,15,0,1,0,0,91448,HENRY'S HARD ORANGE SODA CASE 12 OZ 24-PACK
11761,71449,HENRY'S HARD ORANGE SODA CASE,6,,9.99,2,649,21,3,15,0,1,0,1,91448,HENRY'S HARD ORANGE SODA CASE 12 OZ 6-PACK
11762,71450,JOHNNIE WALKER BLACK LABEL,0,,73.99,25,266,10,,10,0,1,0,0,,JOHNNIE WALKER BLACK LABEL 1.75 LT
11763,71451,AMSTEL LIGHT NR 4/6PK,6,,32.99,6,714,21,8,15,0,1,0,0,91451,AMSTEL LIGHT NR 4/6PK 12 OZ 24-PACK
11764,71452,AMSTEL LIGHT NR 4/6PK,6,,8.99,0,714,21,3,15,0,1,0,1,91451,AMSTEL LIGHT NR 4/6PK 12 OZ 6-PACK
11765,71453,MIKES HARD LEM 12OZ 6PK CASE,6,,33.99,9,649,21,8,15,0,1,0,0,91453,MIKES HARD LEM 12OZ 6PK CASE 12 OZ 24-PACK
11766,71454,MIKES HARD LEM 12OZ 6PK,6,,8.99,1,649,21,3,15,0,1,0,1,91453,MIKES HARD LEM 12OZ 6PK 12 OZ 6-PACK
11767,71456,JOHN JAMESON 200,0,,11.49,51,711,65,,4,0,1,0,0,,JOHN JAMESON 200 200 ML
11768,71457,LIBERTY CREEK CHARDONNAY ,0,,8.99,58,320,30,,9,0,1,0,0,,LIBERTY CREEK CHARDONNAY  1.5 LT
11769,71458,CARLO ROSSI PAISANO ,0,,16.99,91,303,29,,12,0,1,0,0,,CARLO ROSSI PAISANO  4 LT
11770,71459,MILLER LITE 12OZ NR 12PK CASE ,6,,22.99,17,538,21,8,15,0,1,0,0,91459,MILLER LITE 12OZ NR 12PK CASE  12 OZ 24-PACK
11771,71460,MILLER LITE 12OZ NR 12PK CASE ,6,,11.99,0,538,21,6,15,0,1,0,1,91459,MILLER LITE 12OZ NR 12PK CASE  12 OZ 12-PACK
11772,71461,BUD LIGHT 25OZ CAN CS,6,,21.99,4,538,21,14,23,0,1,0,0,91461,BUD LIGHT 25OZ CAN CS 25 OZ 15-PACK
11773,71462,BUD LIGHT 25OZ CAN CS,6,,1.59,14,538,21,1,23,0,1,0,1,91461,BUD LIGHT 25OZ CAN CS 25 OZ SINGLE
11774,71463,HEINEKEN REG 24OZ CAN ,6,,29.99,23,714,21,6,24,0,1,0,0,91463,HEINEKEN REG 24OZ CAN  24 OZ 12-PACK
11775,71464,HEINEKEN REG 24OZ CAN ,6,,2.99,11,714,21,1,24,0,1,0,1,91463,HEINEKEN REG 24OZ CAN  24 OZ SINGLE
11776,71465,COINTREAU LIQUEUR ,0,,39.99,20,292,27,,7,0,1,0,0,,COINTREAU LIQUEUR  750 ML
11777,71466,STRACCALI PINOT GRIGIO ,0,,9.99,12,364,32,,7,0,1,0,0,,STRACCALI PINOT GRIGIO  750 ML
11778,71467,ZENI RIPASSO 2015,0,,16.99,8,579,32,,7,0,1,0,0,,ZENI RIPASSO 2015 750 ML
11779,71468,ST BRENDANS IRISH CREAM ,0,,8.99,4,292,27,,5,0,1,0,0,,ST BRENDANS IRISH CREAM  375 ML
11780,71469,FEUDI DEL DUCA MONTEPULCIANO,0,2016,8.99,120,360,32,,7,0,1,0,0,,FEUDI DEL DUCA MONTEPULCIANO 750 ML 2016
11781,71470,BLACK BOX PINOT GRIGIO ,0,,24.99,16,311,29,,11,0,1,0,0,,BLACK BOX PINOT GRIGIO  3 LT
11782,71471,FAMOUS GROUSE SCOTCH ,0,,39.99,52,265,10,,10,0,1,0,0,,FAMOUS GROUSE SCOTCH  1.75 LT
11783,71472,BUD LIGHT 30 PACK CANS,0,,27.99,138,538,21,9,15,0,1,0,0,,BUD LIGHT 30 PACK CANS 12 OZ 30-PACK
