SKU,COST,MARGIN,QUANTITY
57102,12.5,0.2182614133833646,2.0
57137,24.0,0.2725068202485602,1.0
57152,9.0,0.23011120615911032,2.0
57158,15.0,0.24962481240620304,1.0
57164,49.0,0.2220987458326719,2.0
57218,11.25,0.21820708825573318,1.0
57239,8.45,0.2311191992720656,1.0
57262,1.59,0.3056768558951965,3.0
57277,9.0,0.1312323829767571,5.0
57298,20.66,0.26187924258663803,1.0
57309,10.0,0.23017705927636645,1.0
57350,8.07,0.14512711864406772,1.0
57352,13.5,0.20541494997057086,1.0
57370,6.0,0.14163090128755368,1.0
57376,6.330000000000001,0.25441153346650436,3.0
57386,15.42,0.2987721691678035,2.0
57397,20.67,0.3107702567522507,1.0
57438,14.5,0.19399666481378536,1.0
57461,7.69,0.14460511679644047,3.0
57466,9.33,0.3330950679056469,6.0
57487,9.4,0.2160133444537114,2.0
57505,1.92,0.232,11.0
57558,1.92,0.232,10.0
57565,8.0,0.2585727525486561,1.0
57577,11.85,0.20947298198799205,6.0
57584,11.92,0.20480320213475653,3.0
57602,28.0,0.17622830244189472,1.0
57603,7.0,0.221357063403782,1.0
57613,0.64,0.570469798657718,6.0
57617,10.0,0.23017705927636645,1.0
57634,7.23,0.27627627627627627,1.0
57689,12.160000000000002,0.23952470293933711,3.0
57711,5.650000000000001,0.2206896551724137,5.0
57752,9.61,0.1984987489574646,1.0
57784,1.9200000000000004,0.23200000000000004,11.0
57815,7.920000000000001,0.2526269400162479,8.0
57838,8.0,0.2720655141037307,2.0
57881,12.8,0.19949968730456533,1.0
57889,6.17,0.3136818687430479,2.0
57900,25.99,0.037050759540570584,1.0
57917,7.568695652173915,0.23873227582663195,24.0
57937,8.83,0.19654231119199272,4.0
57974,3.06,0.3706019634205119,2.0
57985,9.0,0.24937447873227692,1.0
57994,7.87,0.12458286985539489,1.0
58002,4.5,0.24874791318864778,3.0
58009,3.0,0.45454545454545453,1.0
58014,8.25,0.1741741741741742,1.0
58017,5.38,0.2303290414878398,1.0
58018,29.85,0.21426691234535405,1.0
58036,10.75,0.2828552368245497,2.0
58074,14.85,0.12595644496762795,1.0
58111,7.0,0.2992992992992993,1.0
58140,15.5,0.2428954836760672,3.0
58150,5.17,0.13689482470784645,2.0
58177,40.0,0.2306212733217927,1.0
58194,9.0,0.181073703366697,1.0
58229,14.75,0.07754846779237025,3.0
58249,8.57,0.20650637930453433,3.0
58252,16.03,0.10795770728992754,1.0
58256,8.45,0.2311191992720656,5.0
58312,5.0,0.28469241773962806,1.0
58331,15.5,0.08769864626250727,2.0
58350,21.5,0.19142534787514104,1.0
58391,2.5,0.37343358395989973,3.0
58394,11.91,0.2054703135423616,1.0
58413,40.0,0.19175591028490607,1.0
58414,8.83,0.19654231119199272,1.0
58419,5.33,0.33291614518147683,1.0
58427,12.0,0.07478797224363921,2.0
58428,57.0,0.23989865315375378,1.0
58435,7.67,0.23223223223223224,1.0
58437,2.96,0.3035294117647059,2.0
58438,2.45,0.3859649122807018,3.0
58456,24.5,0.2573507123370719,1.0
58476,5.41,0.22603719599427755,1.0
58504,1.25,0.375,1.0
58530,4.83,0.19365609348914858,1.0
58548,8.88,0.2593828190158465,1.0
58575,5.75,0.17739628040057226,1.0
58591,2.89,0.19498607242339827,1.0
58600,18.25,0.2697078831532613,1.0
58609,13.5,0.20541494997057086,1.0
58615,2.99,0.33407572383073497,3.0
58618,8.8,0.19927206551410367,1.0
58769,7.53,0.24624624624624625,2.0
59032,2.04,0.3177257525083612,1.0
59436,34.5,0.23316292509446548,1.0
59504,6.0,0.2731932610193169,5.0
59889,2.09,0.4011461318051577,1.0
59890,2.09,0.4011461318051577,1.0
60203,7.3,0.2692692692692693,1.0
60229,1.43,0.6416040100250627,2.0
60268,1.96,0.3444816053511706,1.0
60288,1.54,0.2968036529680365,20.0
60329,17.0,0.4331443814604868,2.0
60347,3.4500000000000006,0.18823529411764703,3.0
60403,7.95,0.27661510464058237,1.0
60404,5.85,0.16309012875536488,2.0
60405,6.15,0.23028785982478095,2.0
60440,7.05,0.1721745491144535,3.0
60442,16.09,0.30013049151805127,1.0
60443,3.33,0.33266533066132264,2.0
60446,9.74,0.22239805004529592,4.0
60449,13.04,0.23248969982342552,2.0
60483,4.91,0.29756795422031473,1.0
60550,8.25,0.24931756141947226,1.0
60573,6.0,0.04610492845786964,1.0
60582,8.81,0.19836214740673336,1.0
60597,4.99,0.26730850440388154,3.0
60602,1.57,0.10285714285714283,3.0
60627,5.0,0.22958397534668723,1.0
60630,30.0,0.2103185048697026,1.0
60639,6.7,0.25472747497219134,2.0
60640,1.11,0.44499999999999995,1.0
60649,12.35,0.3135075041689827,1.0
60652,9.34,0.22101751459549626,1.0
60656,21.67,0.19711004075583538,1.0
60678,7.59,0.050062578222778514,3.0
60685,37.0,0.026059489339299868,1.0
60695,13.0,0.27737632017787656,1.0
60709,44.0,0.022004889975550165,1.0
60726,6.3,0.2115143929912391,1.0
60732,7.68,0.23123123123123127,3.0
60748,10.5,0.24946390278770553,1.0
60757,3.2,0.254079254079254,1.0
60762,3.5,0.2985971943887776,1.0
60808,7.080000000000001,0.2124582869855395,3.0
60816,7.69,0.3002729754322111,1.0
60819,37.42,0.16173835125448027,1.0
60860,2.9500000000000006,0.30588235294117644,3.0
60861,6.49,0.18773466833541927,2.0
60875,2.62,0.3433583959899749,2.0
60891,39.0,0.19930922381570443,2.0
60907,4.71,0.32618025751072965,1.0
60925,4.32,0.21311475409836064,2.0
60946,7.3,0.2692692692692693,3.0
60948,12.0,0.19946631087391595,1.0
60956,7.62,0.23723723723723725,2.0
60957,1.83,0.3879598662207358,1.0
60974,10.5,0.29953302201467646,1.0
60980,3.82,0.23446893787575157,1.0
60985,8.0,0.11012235817575086,1.0
60993,15.25,0.19269454737956593,1.0
61003,11.33,0.26517065405860135,4.0
61014,5.0,0.28469241773962806,2.0
61024,8.25,0.24931756141947226,1.0
61032,8.0,0.23809523809523808,1.0
61033,13.54,0.20306062389640964,1.0
61039,4.49,0.5005561735261401,1.0
61041,8.0,0.1991991991991992,2.0
61044,14.4,0.09943714821763601,4.0
61046,7.69,0.2302302302302302,5.0
61048,9.23,0.16014558689717923,3.0
61069,2.49,0.37593984962406013,1.0
61071,7.68,0.14571746384872086,3.0
61075,7.5,0.24924924924924927,1.0
61078,6.42,0.3216152748966987,2.0
61091,27.75,0.22895248680188945,1.0
61107,4.04,0.2641165755919854,1.0
61112,11.88,0.2074716477651767,3.0
61120,8.25,0.08231368186874306,1.0
61129,1.15,0.48888888888888893,2.0
61143,8.090000000000002,0.10011123470522804,24.0
61144,8.5,0.2910758965804838,3.0
61164,1.38,0.44800000000000006,1.0
61181,8.84,0.1956323930846224,1.0
61197,10.5,0.41634241245136183,1.0
61199,26.0,0.21188238860260689,2.0
61200,13.0,0.23484402589758674,5.0
61210,8.01,0.2519571083430078,2.0
61218,6.0,0.33259176863181317,1.0
61235,6.5,0.18648310387984984,2.0
61242,7.88,0.21121121121121122,5.0
61253,37.41,0.2516503300660133,1.0
61256,7.63,0.23623623623623627,2.0
61258,2.4,0.19732441471571915,10.0
61272,9.58,0.20100083402835697,1.0
61273,7.5,0.24924924924924927,2.0
61274,4.02,0.2677595628415302,1.0
61281,7.69,0.3586321934945788,1.0
61299,7.5,0.24924924924924927,6.0
61312,1.75,0.18604651162790695,2.0
61325,6.5,0.34934934934934936,1.0
61326,6.5,0.34934934934934936,3.0
61362,49.0,0.01980396079215847,2.0
61365,7.08,0.2124582869855395,2.0
61376,7.25,0.19354838709677422,4.0
61377,7.99,0.3336113427856547,6.0
61382,4.7,0.21535893155258765,1.0
61387,7.52,0.337934531479353,2.0
61397,7.69,0.2302302302302302,3.0
61414,1.18,0.2571517551274637,7.0
61485,7.5,0.23076923076923078,10.0
61490,3.25,0.3486973947895792,1.0
61494,4.9,0.24499229583975343,1.0
61501,8.37,0.2020511191905034,4.0
61517,6.73,0.25139043381535037,1.0
61518,28.0,0.034149706795446655,3.0
61528,4.08,0.31886477462437396,1.0
61530,1.28,0.35678391959798994,3.0
61532,20.75,0.2311967395331604,1.0
61537,8.84,0.1956323930846224,1.0
61566,7.75,0.22422422422422425,1.0
61575,4.2,0.29883138564273787,1.0
61581,10.0,0.33288859239492996,1.0
61616,9.25,0.19495213228894692,1.0
61647,2.4,0.26153846153846155,1.0
61648,10.09,0.08189262966333033,4.0
61651,91.0,0.02140015055382294,1.0
61653,1.91,0.23600000000000004,2.0
61659,23.33,0.36928899702622336,1.0
61662,10.67,0.24861793209310287,2.0
61683,7.99,0.20020020020020018,2.0
61685,8.45,0.17346414840326518,4.0
61686,8.07,0.3538831064851881,2.0
61688,7.69,0.14460511679644047,1.0
61690,7.38,0.1574596285750756,2.0
61700,5.41,0.22603719599427755,2.0
61702,10.67,0.23731236597569694,1.0
61704,4.75,0.2681047765793529,1.0
61706,7.130000000000001,0.2016726560607284,9.0
61714,4.99,0.28612303290414876,2.0
61719,5.75,0.17739628040057226,2.0
61728,12.1,0.31559728098081924,3.0
61730,3.75,0.3739565943238731,1.0
61733,8.0,0.2720655141037307,1.0
61736,4.05,0.23440453686200383,2.0
61746,8.0,0.3327773144286906,1.0
61748,4.42,0.26210350584307185,3.0
61752,3.0,0.2,1.0
61753,4.99,0.28612303290414876,5.0
61757,8.06,0.19319319319319317,2.0
61794,6.3,0.2417779488946078,3.0
61796,6.0,0.14163090128755368,1.0
61798,4.16,0.16633266533066132,1.0
61800,4.5,0.18032786885245905,1.0
61811,2.06,0.45066666666666666,1.0
61814,4.42,0.19489981785063756,4.0
61832,5.33,0.407119021134594,1.0
61841,2.0033333333333334,0.32998885172798226,3.0
61852,1.45,0.271356783919598,1.0
61858,7.489999999999999,0.3184713375796178,3.0
61859,9.61,0.1984987489574646,2.0
61860,3.35,0.44073455759599334,2.0
61862,5.25,0.24892703862660948,3.0
61874,4.9,0.3867334167709637,1.0
61877,4.2,0.474342928660826,1.0
61879,7.06,0.21468298109010017,3.0
61895,9.5,0.20767306088407006,1.0
61900,8.25,0.17417417417417416,3.0
61921,3.63,0.27254509018036077,1.0
61922,1.33,0.33165829145728637,4.0
61927,0.58,0.4141414141414142,8.0
61928,2.3,0.42355889724310786,2.0
61935,8.45,0.24888888888888897,3.0
61954,2.5,0.3734335839598998,1.0
61963,12.23,0.2351469668542839,1.0
61966,17.0,0.22692132787630737,1.0
61976,13.5,0.09939959973315544,1.0
61989,3.66,0.1848552338530067,2.0
61992,4.9,0.24499229583975343,1.0
61993,4.9,0.24499229583975343,1.0
61997,8.06,0.19319319319319317,2.0
62013,4.9,0.29899856938483543,2.0
62018,4.9,0.3867334167709637,1.0
62025,3.5,0.2985971943887776,1.0
62029,15.816666666666668,0.208771052192763,3.0
62032,20.83,0.30543514504834945,1.0
62034,7.0,0.2992992992992993,1.0
62035,0.54,0.45454545454545453,6.0
62044,11.38,0.24082721814543023,1.0
62051,7.5,0.17617840309720179,8.0
62057,12.67,0.21741815935762823,1.0
62064,10.0,0.23017705927636645,1.0
62068,6.75,0.24916573971078979,2.0
62072,7.75,0.22422422422422425,2.0
62090,2.98,0.25313283208020054,1.0
62099,8.45,0.2311191992720656,4.0
62108,1.75,0.4147157190635452,1.0
62113,24.0,0.14255091103965697,2.0
62120,14.0,0.06604402935290195,9.0
62127,4.44,0.2457376236316532,3.0
62129,1.0500000000000005,0.2927287813382908,54.0
62134,6.49,0.18773466833541927,1.0
62139,3.5,0.3506493506493506,1.0
62141,7.3,0.2692692692692693,1.0
62143,6.83,0.2402669632925473,2.0
62154,12.08,0.24452782989368355,1.0
62170,0.99,0.23255813953488375,1.0
62173,7.33,0.26626626626626626,2.0
62175,33.67,0.1981424148606811,1.0
62178,8.0,0.3327773144286906,1.0
62185,2.5,0.3734335839598998,2.0
62186,6.99,0.36396724294813465,4.0
62194,34.5,0.1783758037628007,2.0
62200,1.18,0.3017751479289941,2.0
62203,35.0,0.2706813919566577,2.0
62204,9.5,0.20767306088407006,2.0
62206,7.25,0.19354838709677422,1.0
62212,11.38,0.22083495738732184,2.0
62225,6.65,0.26028921023359286,1.0
62233,3.7999999999999994,0.15367483296213816,3.0
62240,7.5,0.24924924924924927,1.0
62251,1.37,0.45199999999999996,1.0
62261,3.77,0.24448897795591185,3.0
62268,25.16,0.33772045275072393,1.0
62272,4.99,0.28612303290414876,1.0
62279,62.09,0.22377797224653073,1.0
62284,7.0,0.2992992992992993,1.0
62303,8.0,0.2720655141037307,5.0
62306,25.0,0.10682386566630934,1.0
62308,12.0,0.19946631087391595,2.0
62312,21.850000000000005,0.19044090403853273,3.0
62313,3.64,0.27054108216432865,1.0
62318,7.68,0.3011828935395815,1.0
62320,13.95,0.22456920511395217,3.0
62322,7.06,0.17100032861674355,2.0
62323,1.96,0.3444816053511706,5.0
62327,7.870000000000003,0.1707060063224447,27.0
62336,7.5,0.24924924924924927,4.0
62340,6.91,0.2313681868743048,1.0
62343,12.0,0.19946631087391595,3.0
62344,5.75,0.27086888914173024,4.0
62349,30.5,0.17545282508786164,1.0
62350,15.25,0.19694576092680352,3.0
62353,3.41,0.14536340852130328,2.0
62354,11.0,0.1531947652040031,5.0
62357,3.0,0.4957983193277311,1.0
62360,12.5,0.16611074049366245,1.0
62365,8.489999999999998,0.346420323325635,17.0
62375,6.25,0.21777221526908638,3.0
62386,4.71,0.21368948247078468,1.0
62390,8.08,0.10122358175750835,9.0
62399,1.25,0.37185929648241206,4.0
62403,4.44,0.25876460767946574,3.0
62411,7.5,0.24924924924924927,4.0
62413,7.3,0.23932360528578553,4.0
62418,9.75,0.18682235195996666,1.0
62424,1.06,0.5742971887550201,3.0
62425,7.0,0.221357063403782,1.0
62438,48.5,0.19153192198699787,1.0
62440,41.0,0.2113868051548375,1.0
62449,36.0,0.21722113502935425,3.0
62451,7.13,0.20689655172413793,6.0
62455,8.25,0.24931756141947226,5.0
62456,4.9,0.29899856938483543,1.0
62459,5.44,0.3191489361702127,1.0
62461,12.83,0.19762351469668543,1.0
62463,7.3,0.22862796055232099,2.0
62483,7.5,0.19914352617355957,11.0
62487,11.2,0.2995622263914947,1.0
62503,12.75,0.0886347390993567,46.0
62512,0.68,0.29851708575112823,9.0
62519,71.76,0.17791270477717952,2.0
62524,1.1999999999999997,0.3969849246231156,15.0
62531,1.58,0.368,1.0
62537,6.3,0.2992213570634038,3.0
62542,5.9799999999999995,0.2016021361815754,7.0
62549,1.34,0.3266331658291457,1.0
62550,1.34,0.3266331658291457,1.0
62551,24.0,0.17212832011038284,1.0
62553,6.75,0.24916573971078976,7.0
62555,40.5,0.17330067360685858,1.0
62561,7.5,0.16573971078976643,1.0
62570,10.0,0.33288859239492996,1.0
62576,14.25,0.22931314223904806,2.0
62580,27.0,0.20564872021182706,4.0
62583,3.75,0.46351931330472107,1.0
62600,9.4,0.19999999999999998,1.0
62606,7.5,0.24924924924924927,2.0
62608,15.75,0.2121060530265132,2.0
62609,9.1,0.2821490711161716,13.0
62610,6.83,0.2402669632925473,1.0
62611,8.43,0.23293903548680622,2.0
62612,8.5,0.2910758965804838,1.0
62618,14.67,0.18454697053918837,1.0
62619,14.0,0.22178988326848242,4.0
62623,6.87,0.3123123123123123,1.0
62628,6.88,0.23470522803114574,2.0
62655,2.46,0.2430769230769231,7.0
62656,6.67,0.19151515151515153,1.0
62659,9.21,0.23185988323602996,2.0
62661,6.67,0.33233233233233234,2.0
62664,1.55,0.29340602284527517,4.0
62665,1.55,0.3111111111111111,1.0
62678,7.38,0.17908787541713017,2.0
62689,4.63,0.35605006954102925,1.0
62699,11.0,0.1531947652040031,1.0
62703,7.0,0.221357063403782,1.0
62708,26.09,0.209154289178539,1.0
62742,4.69,0.32904148783977105,3.0
62747,14.5,0.2746373186593296,4.0
62753,27.899999999999995,0.2026293226636183,3.0
62760,1.42,0.9289644822411206,2.0
62765,7.5,0.24924924924924927,2.0
62768,7.61,0.23823823823823823,2.0
62769,14.0,0.17598587404355495,4.0
62770,3.16,0.2080200501253133,2.0
62777,33.49,0.01471020888496616,13.0
62778,7.700000000000002,0.011553273427471096,25.0
62780,30.5,0.22727128215325748,4.0
62781,3.16,0.3667334669338677,2.0
62785,7.5,0.24924924924924927,2.0
62790,8.02,0.19719719719719725,2.0
62791,3.5,0.2985971943887776,5.0
62795,10.0,0.16597164303586323,2.0
62799,8.49,0.05561735261401557,9.0
62805,7.87,0.21221221221221223,2.0
62809,5.75,0.17739628040057226,3.0
62811,5.75,0.17739628040057226,1.0
62817,4.44,0.25876460767946574,1.0
62819,7.5,0.24924924924924927,1.0
62825,7.0600000000000005,0.21468298109010014,8.0
62829,6.25,0.21777221526908638,1.0
62832,10.42,0.15324217944842744,2.0
62836,4.99,0.28612303290414876,3.0
62839,8.45,0.2311191992720656,1.0
62843,7.75,0.2948134667879891,5.0
62844,7.87,0.26503151593751195,2.0
62848,4.99,0.28612303290414876,4.0
62850,8.0,0.23371647509578541,1.0
62853,3.33,0.33266533066132264,1.0
62854,1.18,0.2861569604484585,5.0
62857,8.25,0.20757081306565123,2.0
62859,2.68,0.3283208020050125,4.0
62860,2.4,0.26153846153846155,12.0
62864,8.25,0.24931756141947226,1.0
62868,6.88,0.1389236545682103,1.0
62869,40.0,0.2318948143253042,3.0
62870,3.99,0.2968150380504303,2.0
62871,3.0,0.3318485523385301,5.0
62878,87.3,0.07609270822309237,1.0
62881,9.22,0.23102585487906585,3.0
62885,14.5,0.14919104395723243,2.0
62914,0.56,0.4343434343434343,8.0
62918,10.0,0.23017705927636645,1.0
62921,26.5,0.11637212404134707,2.0
62923,22.800000000000004,0.0496040016673613,13.0
62924,3.8,0.2384769539078157,1.0
62925,2.7,0.3233082706766917,4.0
62927,6.75,0.24916573971078979,4.0
62934,23.33,0.22207402467489165,1.0
62950,10.25,0.2109314857582756,1.0
62972,7.55,0.2442442442442443,2.0
63000,6.0,0.24906132665832292,1.0
63008,20.0,0.19967987194877945,1.0
63011,22.0,0.11964785914365741,5.0
63012,5.5,0.21316165951359087,4.0
63014,2.69,0.46092184368737477,2.0
63015,2.74,0.3132832080200501,2.0
63019,10.75,0.19112114371708047,1.0
63035,8.46,0.2302092811646951,5.0
63049,1.83,0.47714285714285715,1.0
63059,1.18,0.27249104640298977,8.0
63065,6.0,0.2583436341161928,1.0
63066,20.0,0.23047325894574833,1.0
63067,82.65,0.0815646182909211,1.0
63073,13.07,0.18261413383364603,2.0
63075,2.6,0.2550143266475645,1.0
63078,10.0,0.16597164303586323,2.0
63079,9.59,0.20016680567139286,4.0
63084,8.72,0.2727272727272727,7.0
63089,3.71,0.25651302605210424,1.0
63094,5.95,0.26993793282042283,3.0
63096,1.92,0.23200000000000004,2.0
63100,28.95,0.19560989163656578,1.0
63101,7.24,0.2752752752752753,1.0
63103,7.93,0.18529488392502097,4.0
63106,9.15,0.23686405337781483,2.0
63113,7.7,0.08875739644970404,3.0
63117,57.0,0.2875,1.0
63118,13.666666666666666,0.19643756070787285,6.0
63119,1.0,0.32885906040268453,34.0
63139,17.67,0.017787659811005933,2.0
63141,8.33,0.24203821656050956,2.0
63144,6.13,0.12303290414878403,1.0
63158,10.67,0.0291173794358508,4.0
63162,5.5,0.2656875834445928,8.0
63164,19.09,0.04502251125562775,6.0
63165,6.67,0.17552533992583436,1.0
63171,12.78,0.24779281930547378,3.0
63174,1.16,0.42000000000000004,1.0
63175,19.09,0.20425177157148808,4.0
63176,12.0,0.19946631087391595,1.0
63179,3.21,0.19548872180451132,5.0
63182,12.5,0.16611074049366245,4.0
63183,5.73,0.28285356695869834,2.0
63187,5.5,0.2656875834445928,2.0
63189,7.88,0.12347052280311459,5.0
63190,11.08,0.38410227904391325,4.0
63191,30.75,0.2113362400615543,1.0
63192,7.68,0.23123123123123127,4.0
63194,6.67,0.2580645161290323,1.0
63195,1.18,0.20805369127516782,8.0
63198,2.25,0.37325905292479106,1.0
63202,13.75,0.1907004120070629,1.0
63204,9.5,0.20767306088407006,1.0
63206,4.2,0.39914163090128757,1.0
63210,3.92,0.25333333333333335,2.0
63211,3.92,0.25333333333333335,2.0
63212,23.0,0.10296411856474261,1.0
63213,5.75,0.17739628040057226,2.0
63215,7.25,0.19354838709677422,2.0
63216,30.67,0.23305826456614154,3.0
63221,8.63,0.2147406733393994,1.0
63223,2.85,0.2762909913305692,5.0
63225,9.5,0.1355777979981802,13.0
63230,6.61,0.2550527778718482,11.0
63232,2.98,0.25313283208020054,2.0
63238,14.0,0.18080748976009361,1.0
63257,3.16,0.2634032634032634,6.0
63258,1.59,0.3614457831325301,3.0
63260,79.0,0.07058823529411765,4.0
63264,0.88,0.41333333333333333,1.0
63268,9.2,0.07907907907907917,1.0
63269,5.43,0.09348914858096836,3.0
63274,22.8,0.12273951519815306,1.0
63275,5.7,0.17738550769602013,6.0
63277,7.5,0.11660777385159013,3.0
63279,7.5,0.16573971078976643,1.0
63283,13.0,0.4088221919054115,1.0
63286,8.25,0.3119266055045872,3.0
63297,8.33,0.35873749037721325,2.0
63307,8.45,0.2645778938207137,1.0
63311,7.5,0.16573971078976643,1.0
63313,7.31,0.26826826826826833,5.0
63317,4.01,0.19639278557114237,2.0
63320,6.99,0.3003003003003003,1.0
63321,7.39,0.07509386733416777,1.0
63324,16.08,0.26875852660300137,2.0
63325,11.0,0.2137240886347391,1.0
63326,5.75,0.1773962804005723,3.0
63328,2.7100000000000004,0.2149603174603175,10.0
63329,6.0,0.24906132665832287,10.0
63330,10.0,0.23017705927636645,2.0
63335,9.97,0.26093402520385467,3.0
63336,21.67,0.2525008623663331,1.0
63342,14.0,0.20015958354462926,4.0
63345,25.55,0.01692958830319345,3.0
63346,12.77,0.24838140082401408,2.0
63348,7.75,0.22422422422422425,1.0
63359,8.98,0.18289353958143764,1.0
63364,4.25,0.39198855507868385,4.0
63366,7.25,0.2742742742742743,4.0
63368,7.25,0.2742742742742743,1.0
63369,7.5,0.05897114178168127,1.0
63378,3.04,0.28470588235294114,2.0
63382,1.46,0.6564705882352941,5.0
63384,3.85,0.22845691382765532,1.0
63386,9.23,0.23019182652210174,1.0
63388,7.0,0.221357063403782,1.0
63393,3.0,0.24812030075187974,1.0
63397,8.75,0.20382165605095542,1.0
63398,8.84,0.1956323930846224,2.0
63399,8.46,0.1531531531531531,2.0
63401,3.29,0.3406813627254509,1.0
63403,4.83,0.3090128755364807,1.0
63405,36.0,0.2498437174411336,1.0
63407,6.25,0.21777221526908638,3.0
63410,6.91,0.2313681868743048,1.0
63415,8.5,0.22656960873521384,1.0
63417,7.62,0.23723723723723725,4.0
63418,1.53,0.4312267657992565,1.0
63419,2.5,0.4225341242364771,4.0
63420,8.46,0.1445904954499494,3.0
63426,6.75,0.24916573971078979,5.0
63428,7.37,0.22339304531085355,1.0
63430,6.03,0.2453066332916145,5.0
63433,5.5,0.2656875834445928,1.0
63440,7.5,0.31756141947224753,4.0
63442,4.99,0.26730850440388154,2.0
63443,4.13,0.4091559370529328,2.0
63444,5.83,0.27033792240300375,1.0
63446,4.67,0.41551939924906134,1.0
63447,10.5,0.41634241245136183,1.0
63452,22.0,0.08295122967903287,1.0
63454,8.98,0.25104253544620514,1.0
63455,5.58,0.3793103448275862,1.0
63457,5.990000000000001,0.11259259259259256,8.0
63458,27.0,0.15598624570178177,3.0
63459,8.46,0.1531531531531531,2.0
63461,7.29,0.2702702702702703,2.0
63469,11.9,0.2557848655409631,4.0
63471,19.0,0.049524762381190524,2.0
63472,9.5,0.13557779799818018,2.0
63475,2.92,0.26817042606516295,2.0
63478,5.817142857142857,0.3529318290163674,7.0
63483,7.5,0.24924924924924927,1.0
63484,29.45,0.18171714365101424,5.0
63485,14.73,0.22432859399684035,2.0
63486,2.5,0.49899799599198397,6.0
