SKU,ITEMNAME,ITEMTYPE,VINTAGE,PRICEPERUNIT,TOTALQTY,CATID,DEPID,PACKID,SIZEID,NONTAXABLE,TAX1,NONACTIVE,ITEMLEVEL,CONTROLSKU,KEYWORD
67662,PHILIPPE ALLIET CHINON ,0,2016,17.99,10,659,31,,7,0,1,0,0,,PHILIPPE ALLIET CHINON  750 ML 2016 WS91
67663,DOM DE FA BEAUJOLAIS 2014,0,,16.99,0,339,31,,7,0,1,0,0,,DOM DE FA BEAUJOLAIS 2014 750 ML
67664,DONNHOFF ESTATE RIESLING ,0,2017,19.99,25,651,35,,7,0,1,0,0,,DONNHOFF ESTATE RIESLING  750 ML 2017
67665,SELBACH OSTER RIES KAB 375 ???,0,,11.99,0,382,35,,5,0,1,0,0,,SELBACH OSTER RIES KAB 375 ??? 375 ML
67666,ALTARE LARIGI BARBERA 2007,0,,79.99,1,355,32,,7,0,1,0,0,,ALTARE LARIGI BARBERA 2007 750 ML
67667,ALTARE BAROLO 2010,0,,67.99,0,356,32,,7,0,1,0,0,,ALTARE BAROLO 2010 750 ML AG92
67668,ALTARE ARBORINA BAROLO 2010,0,,94.99,2,356,32,,7,0,1,0,0,,ALTARE ARBORINA BAROLO 2010 750 ML
67669,SIRO PACENTI BRUNELLO 2009,0,,79.99,7,357,32,,7,0,1,0,0,,SIRO PACENTI BRUNELLO 2009 750 ML RP93
67670,VALLANA GATTINARA ,0,2007,26.99,14,567,32,,7,0,1,0,0,,VALLANA GATTINARA  750 ML 2007
67671,MOUNT RILEY SAUV BLANC '17,0,,11.99,15,396,38,,7,0,1,0,0,,MOUNT RILEY SAUV BLANC '17 750 ML
67672,ZESTOS GARNACHA 2013 ,0,,8.99,0,376,34,,7,0,1,0,0,,ZESTOS GARNACHA 2013  750 ML
67673,MICHAEL SULLBERG CHARDONNAY,0,,9.99,7,320,30,,7,0,1,0,0,,MICHAEL SULLBERG CHARDONNAY 750 ML
67674,BEYRA TINTO 2014,0,,8.99,1,391,37,,7,0,1,0,0,,BEYRA TINTO 2014 750 ML
67675,CHAT PESQUIE QUINTESSENCE,0,,25.99,18,673,31,,7,0,1,0,,0,0
67676,PESQUIE CUVEE TERRASSES ROUGE,0,2015,14.99,31,350,31,,7,0,1,0,0,,PESQUIE CUVEE TERRASSES ROUGE 750 ML 2015 WA92
67677,COOPER HILL PINOT NOIR,0,2015,16.99,16,518,60,,7,0,1,0,0,,COOPER HILL PINOT NOIR 750 ML 2015
67678,MICHEL SCHLUMBERGER CABERNET,0,,17.99,8,314,30,,7,0,1,0,0,,MICHEL SCHLUMBERGER CABERNET 750 ML
67679,CRETA ROBLE RIBERA DEL DUERO,0,2014,12.99,17,376,34,,7,0,1,0,0,,CRETA ROBLE RIBERA DEL DUERO 750 ML 2014
67680,CONTOUR PINOT NOIR ,0,2016,14.99,12,316,30,,7,0,1,0,0,,CONTOUR PINOT NOIR  750 ML 2016
67681,WOOP WOOP SHIRAZ ,0,2014,9.99,10,521,33,,7,0,1,0,0,,WOOP WOOP SHIRAZ  750 ML 2014
67682,WOOP WOOP CABERNET,0,2014,9.99,13,540,33,,7,0,1,0,0,,WOOP WOOP CABERNET 750 ML 2014
67683,CHAT DE MANISSY CDR 2014,0,,11.99,24,347,31,,7,0,1,0,0,,CHAT DE MANISSY CDR 2014 750 ML
67684,VILLA SPARINA GAVI ,0,2016,12.99,4,362,32,,7,0,1,0,0,,VILLA SPARINA GAVI  750 ML 2016 JS92
67685,LOPEZ DE HARO RESERVA ,0,2012,13.99,14,376,34,,7,0,1,0,0,,LOPEZ DE HARO RESERVA  750 ML 2012
67686,CHAT LAROSE-TRINTAUDON 2011,0,,17.99,42,697,31,,7,0,1,0,0,,CHAT LAROSE-TRINTAUDON 2011 750 ML
67687,GUIGAL COTES DU RHONE BLANC 15,0,,14.99,11,347,31,,7,0,1,0,0,,GUIGAL COTES DU RHONE BLANC 15 750 ML
67688,TERRE DEL BAROLO BARBERA ,0,2015,9.99,22,355,32,,7,0,1,0,0,,TERRE DEL BAROLO BARBERA  750 ML 2015
67689,HEIDSIECK MONOPOLE BLUE TOP,0,,32.99,7,297,28,,7,0,1,0,0,,HEIDSIECK MONOPOLE BLUE TOP 750 ML
67690,HEIDSIECK MONOPOLE ROSE,0,,44.99,3,297,28,,7,0,1,0,0,,HEIDSIECK MONOPOLE ROSE 750 ML
67691,RASCAL OREGON PINOT NOIR,0,,10.99,14,518,60,,7,0,1,0,0,,RASCAL OREGON PINOT NOIR 750 ML
67692,RASCAL OREGON PINOT GRIS ,0,2015,9.99,17,633,60,,7,0,1,0,0,,RASCAL OREGON PINOT GRIS  750 ML 2015
67693,CHAT LASCOMBES 2010,0,,159.99,9,699,31,,7,0,1,0,,,0
67694,CHAT FAGE GRAVES DE VAYRES RED,0,,9.99,26,340,31,,7,0,1,0,0,,CHAT FAGE GRAVES DE VAYRES RED 750 ML
67695,PATRIZI GAVI ,0,,12.99,14,362,32,,7,0,1,0,0,,PATRIZI GAVI  750 ML
67696,PATRIZI MOSCATO D'ASTI ,0,,9.99,20,569,32,,7,0,1,0,0,,PATRIZI MOSCATO D'ASTI  750 ML
67697,PATRIZI BARBERA D'ALBA ,0,,9.99,7,355,32,,7,0,1,0,0,,PATRIZI BARBERA D'ALBA  750 ML
67698,CHAT CAMARSAC ROUGE ,0,,8.99,13,340,31,,7,0,1,0,0,,CHAT CAMARSAC ROUGE  750 ML
67699,DOM PERE CABOCHE COTE DU RHONE,0,,10.99,10,347,31,,7,0,1,0,0,,DOM PERE CABOCHE COTE DU RHONE 750 ML
67700,CHIMNEY CREEK SAUV BLANC ,0,2016,9.99,14,396,38,,7,0,1,0,0,,CHIMNEY CREEK SAUV BLANC  750 ML 2016
67701,PLANAT XO COGNAC ,0,,51.99,7,269,20,,7,0,1,0,0,,PLANAT XO COGNAC  750 ML
67702,MAPRECO VINHO VERDE ,0,2017,6.99,16,566,37,,7,0,1,0,0,,MAPRECO VINHO VERDE  750 ML 2017
67703,LA CASITA SANGRIA ,0,,6.99,1,379,34,,8,0,1,0,0,,LA CASITA SANGRIA  1 LT
67704,LES TROIS BOUSQUET SAINT VERAN,0,2015,13.99,13,343,31,,7,0,1,0,0,,LES TROIS BOUSQUET SAINT VERAN 750 ML 2015
67705,FREDERIC ESMONIN GEVREY CHAMB,0,2017,29.99,11,454,31,,7,0,1,0,0,,FREDERIC ESMONIN GEVREY CHAMB 750 ML 2017
67706,CASATA PARINI MONTEPULCIANO,0,,6.99,9,360,32,,7,0,1,0,0,,CASATA PARINI MONTEPULCIANO 750 ML
67708,CHAT LA CARDONNE ,0,2010,21.99,16,696,31,,7,0,1,0,0,,CHAT LA CARDONNE  750 ML 2010 WS92
67709,DOM BARVILLE CHAT DU PAPE '14,0,,31.99,6,666,31,,7,0,1,0,0,,DOM BARVILLE CHAT DU PAPE '14 750 ML
67710,GUAD AL MARE MAREMMA 2010 ??,0,,7.99,0,577,32,,7,0,1,0,0,,GUAD AL MARE MAREMMA 2010 ?? 750 ML
67711,CHAT VALFONTAINE 2015,0,,9.99,7,340,31,,7,0,1,0,0,,CHAT VALFONTAINE 2015 750 ML
67712,CHAT MOULA HAUT MEDOC '09 ,0,,12.99,0,697,31,,7,0,1,1,0,,CHAT MOULA HAUT MEDOC '09  750 ML
67713,RIVAROSE BRUT ROSE SPARKLING,0,,12.99,21,298,28,,7,0,1,0,0,,RIVAROSE BRUT ROSE SPARKLING 750 ML
67714,CHAT NOTTON MARGAUX 2012,0,,29.99,0,699,31,,7,0,1,1,0,,CHAT NOTTON MARGAUX 2012 750 ML
67715,RUBY RED GRAPEFRUIT ROSE,0,,8.99,61,351,31,,7,0,1,0,0,,RUBY RED GRAPEFRUIT ROSE 750 ML
67716,S DE SIRAN MARGAUX 2012,0,,24.99,14,699,31,,7,0,1,0,0,,S DE SIRAN MARGAUX 2012 750 ML
67717,PIERRE HUET CALVADOS VS ,0,,27.99,10,272,20,,7,0,1,0,0,,PIERRE HUET CALVADOS VS  750 ML
67718,CHATEAU DE BORD CDP 2012,0,,29.99,0,666,31,,7,0,1,1,,0,0
67719,DOM DES NOUELLES ROSE D'ANJOU,0,,9.99,18,351,31,,7,0,1,0,0,,DOM DES NOUELLES ROSE D'ANJOU 750 ML
67720,BRUNELLESCO PINOT GRIGIO ,0,,7.99,8,364,32,,7,0,1,0,0,,BRUNELLESCO PINOT GRIGIO  750 ML
67721,BRUNELLESCO PINOT GRIGIO ,0,2017,13.99,12,364,32,,9,0,1,0,0,,BRUNELLESCO PINOT GRIGIO  1.5 LT 2017
67722,CHAT DUHART MILON 2010,0,,154.99,15,702,31,,7,0,1,0,,,0
67723,CHAT GISCOURS 2010,0,,94.99,0,695,31,,7,0,1,0,,,0
67724,CHAT BRANE CANTENAC 2010,0,,129.99,17,699,31,,7,0,1,0,,,
67725,CHAT CANTENAC BROWN 2010,0,,84.99,0,699,31,,7,0,1,0,,,
67726,CHAT BRANAIRE DUCRU 2010,0,,104.99,18,703,31,,7,0,1,0,,,0
67727,CHAT BON PASTEUR 2010,0,,94.99,2,700,31,,7,0,1,0,,,
67728,CHAT HAUT BAILLY GRAVES '10,0,,199.99,9,698,31,,7,0,1,0,,,0
67729,WILLM GENTIL,0,2015,9.99,12,662,31,,7,0,1,0,0,,WILLM GENTIL 750 ML 2015
67730,WILLM PINOT BLANC,0,,10.99,9,338,31,,7,0,1,0,0,,WILLM PINOT BLANC 750 ML
67731,WILLM RIESLING,0,2016,11.99,25,663,31,,7,0,1,0,0,,WILLM RIESLING 750 ML 2016
67732,WILLM PINOT GRIS ,0,2016,11.99,17,664,31,,7,0,1,0,0,,WILLM PINOT GRIS  750 ML 2016
67733,WILLM GEWURTZTRAMINER ,0,2016,12.99,14,661,31,,7,0,1,0,0,,WILLM GEWURTZTRAMINER  750 ML 2016
67734,WILLM FRAMBOISE ,0,,17.99,11,292,27,,5,0,1,0,0,,WILLM FRAMBOISE  375 ML
67735,WILLM CREME DE CASSIS ,0,,17.99,3,292,27,,7,0,1,0,0,,WILLM CREME DE CASSIS  750 ML
67736,WILLM POIRE WILLIAMS ,0,,17.99,9,292,27,,5,0,1,0,0,,WILLM POIRE WILLIAMS  375 ML
67737,TOMAIOLO CHIANTI RISERVA,0,,9.99,24,358,32,,7,0,1,0,0,,TOMAIOLO CHIANTI RISERVA 750 ML
67738,TOMAIOLO PINOT GRIGIO '16,0,,8.99,25,364,32,,7,0,1,0,0,,TOMAIOLO PINOT GRIGIO '16 750 ML
67739,LA LECCIAIA ORVIETO,0,2016,7.99,12,363,32,,7,0,1,0,0,,LA LECCIAIA ORVIETO 750 ML 2016
67740,BILLETTE COTES DE PROVENCE ROS,0,2015,12.99,8,351,31,,7,0,1,0,0,,BILLETTE COTES DE PROVENCE ROS 750 ML 2015
67741,LA PORTE DU CAILLOU SANCERRE,0,2016,22.99,14,345,31,,7,0,1,0,0,,LA PORTE DU CAILLOU SANCERRE 750 ML 2016
67742,MITOLO JESTER SHIRAZ ,0,,16.99,3,521,33,,7,0,1,0,0,,MITOLO JESTER SHIRAZ  750 ML
67743,LOPEZ DE HARO CRIANZA '08,0,,10.99,0,376,34,,7,0,1,0,0,,LOPEZ DE HARO CRIANZA '08 750 ML RP91
67744,LAN RESERVA ,0,,15.99,16,376,34,,7,0,1,0,0,,LAN RESERVA  750 ML
67745,ZENI AMARONE CLASSICO 2014,0,,29.99,7,353,32,,7,0,1,0,0,,ZENI AMARONE CLASSICO 2014 750 ML
67746,ASCOTT X.O. ,0,,24.99,6,269,20,,7,0,1,0,0,,ASCOTT X.O.  750 ML
67747,PASION DE BOBAL 2012,0,,11.99,0,376,34,,7,0,1,0,,0,0
67748,DISZNOKO TOKAJI ASZU #5 500ML,0,,44.99,3,408,41,,6,0,1,0,0,,DISZNOKO TOKAJI ASZU #5 500ML 500 ML WA96
67749,LES LAUZERAIES TAVEL ROSE ,0,2016,12.99,16,351,31,,7,0,1,0,0,,LES LAUZERAIES TAVEL ROSE  750 ML 2016
67750,BRUNELLESCO MONTEPU 2014  ,0,,7.99,10,360,32,,7,0,1,0,0,,BRUNELLESCO MONTEPU 2014   750 ML
67751,BREWER CLIFTON CHARDONNAY '15,0,,34.99,10,320,30,,7,0,1,0,0,,BREWER CLIFTON CHARDONNAY '15 750 ML
67752,TERRILOGIO PRIMITIVO 2015,0,,6.99,7,576,32,,7,0,1,0,0,,TERRILOGIO PRIMITIVO 2015 750 ML
67753,PLANAT V.S. COGNAC ,0,,24.99,14,269,20,,7,0,1,0,0,,PLANAT V.S. COGNAC  750 ML
67754,SOLAIA 2012,0,,299.99,6,353,32,,7,0,1,0,0,,SOLAIA 2012 750 ML
67755,CHAT DE CASTELNEAU ROUGE ,0,,9.99,3,340,31,,7,0,1,0,0,,CHAT DE CASTELNEAU ROUGE  750 ML
67756,DOG POINT SAUV BLANC ??,0,,17.99,0,396,38,,7,0,1,0,0,,DOG POINT SAUV BLANC ?? 750 ML
67757,AGUA DE PIEDRA GRAN SEL MALBEC,0,,10.99,21,386,57,,7,0,1,0,0,,AGUA DE PIEDRA GRAN SEL MALBEC 750 ML
67758,BREWER CLIFTON PINOT NOIR '14,0,,39.99,0,316,30,,7,0,1,0,,0,0
67759,LAN CRIANZA ,0,2013,11.99,18,376,34,,7,0,1,0,0,,LAN CRIANZA  750 ML 2013
67760,TOMMASI VALPOLICELLA ,0,2016,14.99,32,579,32,,7,0,1,0,0,,TOMMASI VALPOLICELLA  750 ML 2016
67761,H WALKER GREEN MENTHE 375,0,,8.39,1,711,65,,5,0,1,0,0,,H WALKER GREEN MENTHE 375 375 ML
67762,CASTEL BOGLIONE BRACHETTO ,0,,11.99,17,370,32,,7,0,1,0,0,,CASTEL BOGLIONE BRACHETTO  750 ML
67763,CASTEL BOGLIONE BARBARESCO '12,0,,19.99,11,354,32,,7,0,1,0,0,,CASTEL BOGLIONE BARBARESCO '12 750 ML
67764,CURATOLO SECCO DRY MARSALA,0,,9.99,15,370,32,,7,0,1,0,0,,CURATOLO SECCO DRY MARSALA 750 ML
67765,CURATOLO DOLCE SWEET MARSALA,0,,9.99,11,370,32,,7,0,1,0,0,,CURATOLO DOLCE SWEET MARSALA 750 ML
67766,TENUTA S ANNA GOCCIA PG ,0,2015,9.99,39,364,32,,7,0,1,0,0,,TENUTA S ANNA GOCCIA PG  750 ML 2015
67767,SPADAFORA DON PIETRO '09,0,,17.99,8,367,32,,7,0,1,0,0,,SPADAFORA DON PIETRO '09 750 ML WS90
67768,PURO ORGANIC CHIANTI 2013,0,,14.99,17,358,32,,7,0,1,0,0,,PURO ORGANIC CHIANTI 2013 750 ML
67769,RINALDINI LAMBRUSCO REGGIANO,0,,11.99,6,366,32,,7,0,1,0,0,,RINALDINI LAMBRUSCO REGGIANO 750 ML
67770,RINALDI LAMBRUSCO ROSE,0,,11.99,5,366,32,,7,0,1,0,0,,RINALDI LAMBRUSCO ROSE 750 ML
67771,ROSSO BELLO ROSSO PICENO '10,0,,9.99,7,573,32,,7,0,1,0,0,,ROSSO BELLO ROSSO PICENO '10 750 ML
67772,IL MARONETO BRUNELLO '10,0,,72.99,4,357,32,,7,0,1,0,0,,IL MARONETO BRUNELLO '10 750 ML
67773,VIVERA SALISIRE ETNA BIANCO ??,0,,21.99,0,368,32,,7,0,1,0,0,,VIVERA SALISIRE ETNA BIANCO ?? 750 ML
67774,VIVERA SICILIAN ROSSO 2012,0,,15.99,20,367,32,,7,0,1,0,0,,VIVERA SICILIAN ROSSO 2012 750 ML
67775,MANZONE DOLCETTO  D'ALBA ??,0,,16.99,0,359,32,,7,0,1,0,0,,MANZONE DOLCETTO  D'ALBA ?? 750 ML
67776,SMASHBERRY RED 2013,0,,11.99,45,637,30,,7,0,1,0,0,,SMASHBERRY RED 2013 750 ML
67777,MAGNOLIA COURT CHARD 2012,0,,14.99,3,320,30,,7,0,1,0,0,,MAGNOLIA COURT CHARD 2012 750 ML
67778,MAGNOLIA COURT PINOT NOIR 2012,0,,16.99,7,316,30,,7,0,1,0,0,,MAGNOLIA COURT PINOT NOIR 2012 750 ML
67779,MAGNOLIA COURT CAB ??,0,,14.99,0,314,30,,7,0,1,1,0,,MAGNOLIA COURT CAB ?? 750 ML
67780,MAGNOLIA COURT MERLOT 2012,0,,14.99,3,315,30,,7,0,1,0,0,,MAGNOLIA COURT MERLOT 2012 750 ML
67781,SMASHBERRY WHITE 2012,0,,11.99,13,637,30,,7,0,1,0,0,,SMASHBERRY WHITE 2012 750 ML WS87
67782,CENNATOIO CHIANTI CLASSICO '12,0,,16.99,2,358,32,,7,0,1,0,0,,CENNATOIO CHIANTI CLASSICO '12 750 ML
67783,LVNAE VERMENTINO ,0,2016,17.99,6,368,32,,7,0,1,0,0,,LVNAE VERMENTINO  750 ML 2016
67784,MANZONE BARBERA D'ALBA,0,,19.99,3,355,32,,7,0,1,0,0,,MANZONE BARBERA D'ALBA 750 ML
67785,MANZONE BAROLO CASTELLETTO,0,,74.99,5,356,32,,7,0,1,0,0,,MANZONE BAROLO CASTELLETTO 750 ML WS95
67786,BODEGA ANIELLO MALBEC 2015,0,,17.99,8,386,57,,7,0,1,0,0,,BODEGA ANIELLO MALBEC 2015 750 ML
67787,BODEGA ANIELLO MERLOT 2015,0,,15.99,8,604,57,,7,0,1,0,0,,BODEGA ANIELLO MERLOT 2015 750 ML
67788,MANZONE BAROLO GRAMOLERE,0,,74.99,8,356,32,,7,0,1,0,0,,MANZONE BAROLO GRAMOLERE 750 ML WS94
67789,ARBERESKO AGLIANICO DEL VULTUR,0,,21.99,0,574,32,,7,0,1,0,0,,ARBERESKO AGLIANICO DEL VULTUR 750 ML
67790,PODERI COLLA BARBERA 2010,0,,20.99,0,355,32,,7,0,1,0,0,,PODERI COLLA BARBERA 2010 750 ML
67791,PODERI COLLA DOLCETTO 2013,0,,14.99,0,359,32,,7,0,1,0,0,,PODERI COLLA DOLCETTO 2013 [DOLCETTO 2013] 750 ML
67792,BUTTERNUT CHARDONNAY 2014,0,,13.99,0,320,30,,7,0,1,0,0,,BUTTERNUT CHARDONNAY 2014 750 ML
67793,JIP JIP ROCKS SHIRAZ 2013 ,0,,13.99,17,521,33,,7,0,1,0,0,,JIP JIP ROCKS SHIRAZ 2013  750 ML
67795,AMRUT CASK STRENGTH SNG MALT,0,,71.99,3,650,10,,7,0,1,0,0,,AMRUT CASK STRENGTH SNG MALT 750 ML
67796,ATTECA 2014,0,,13.99,30,376,34,,7,0,1,0,0,,ATTECA 2014 750 ML
67797,CLIO 2015,0,,41.99,46,376,34,,7,0,1,0,0,,CLIO 2015 750 ML
67798,TRUE BELIEVER APPLE CIDER 750,0,,10.99,5,613,21,,7,0,1,0,0,,TRUE BELIEVER APPLE CIDER 750 750 ML
67799,STAGS LEAP ARTEMIS CAB,0,,62.99,26,314,30,,7,0,1,0,0,,STAGS LEAP ARTEMIS CAB 750 ML
67800,CHRONIC CELLAR SOFA KING BUENO,0,,19.99,8,319,30,,7,0,1,0,0,,CHRONIC CELLAR SOFA KING BUENO 750 ML
67801,CHRONIC CELLARS SUITE PETITE,0,,14.99,2,635,30,,7,0,1,0,0,,CHRONIC CELLARS SUITE PETITE 750 ML
67802,CHRONIC CELLARS DEAD NUTS,0,,24.99,11,319,30,,7,0,1,0,0,,CHRONIC CELLARS DEAD NUTS 750 ML
67803,CHRONIC CELLARS SPRITZ & GIGGL,0,,14.99,0,296,28,,7,0,1,0,0,,CHRONIC CELLARS SPRITZ & GIGGL 750 ML
67804,GLENCADAM 10YR,0,,47.99,9,149,10,,7,0,1,0,0,,GLENCADAM 10YR 750 ML
67805,GLENCADAM 15YR,0,,77.99,9,149,10,,7,0,1,0,0,,GLENCADAM 15YR 750 ML
67806,GLENCADAM 21YR,0,,179.99,0,149,10,,7,0,1,0,0,,GLENCADAM 21YR 750 ML
67807,GLENCADAM ORIGIN 1825 ,0,,49.99,3,265,10,,7,0,1,0,0,,GLENCADAM ORIGIN 1825  750 ML
67808,JAMES & PEPPER 1776 RYE BARREL,0,,39.99,4,262,18,,7,0,1,0,0,,JAMES & PEPPER 1776 RYE BARREL 750 ML
67809,DESTELLO CAVA ROSE ,0,,12.99,9,299,28,,7,0,1,0,0,,DESTELLO CAVA ROSE  750 ML
67810,BIB & TUCKER BOURBON ,0,,51.99,7,262,18,,7,0,1,0,0,,BIB & TUCKER BOURBON  750 ML TP96
67811,1921 BLANCO TEQUILA ,0,,37.99,4,287,25,,7,0,1,0,0,,1921 BLANCO TEQUILA  750 ML
67812,1921 REPOSADO TEQUILA ,0,,46.99,2,548,25,,7,0,1,0,0,,1921 REPOSADO TEQUILA  750 ML
67813,1921 ANEJO TEQUILA ,0,,56.99,4,547,25,,7,0,1,0,0,,1921 ANEJO TEQUILA  750 ML
67814,1921 TEQUILA CREAM LIQ ,0,,29.99,4,547,25,,7,0,1,0,0,,1921 TEQUILA CREAM LIQ  750 ML
67816,ARROWOOD CHARDONNAY 2012,0,,17.99,1,320,30,,7,0,1,0,0,,ARROWOOD CHARDONNAY 2012 750 ML
67817,HAYMAKER SAUVIGNON BLANC 2015,0,,8.99,0,396,38,,7,0,1,0,0,,HAYMAKER SAUVIGNON BLANC 2015 750 ML
67818,WORLD'S END IF SIX WAS NINE 13,0,,44.99,1,314,30,,7,0,1,0,0,,WORLD'S END IF SIX WAS NINE 13 750 ML
67819,CANOE RIDGE CHERRY ST RED '13,0,,19.99,0,319,30,,7,0,1,0,0,,CANOE RIDGE CHERRY ST RED '13 750 ML WS91
67820,CAN BLAU MONTSANT 2014,0,,14.99,26,376,34,,7,0,1,0,0,,CAN BLAU MONTSANT 2014 750 ML
67821,HONORO VERA MERLOT ,0,,7.99,6,376,34,,7,0,1,0,0,,HONORO VERA MERLOT  750 ML
67822,BYRON ST BARBARA CHARD 2013,0,,17.99,0,320,30,,7,0,1,0,0,,BYRON ST BARBARA CHARD 2013 750 ML
67823,LEESE FITCH MERLOT ,0,2014,9.99,16,315,30,,7,0,1,0,0,,LEESE FITCH MERLOT  750 ML 2014
67824,LEESE FITCH ZINFANDEL ,0,2016,9.99,6,317,30,,7,0,1,0,0,,LEESE FITCH ZINFANDEL  750 ML 2016
67825,FRESCO TENUTA CASTIGLIONI,0,,25.99,2,577,32,,7,0,1,0,0,,FRESCO TENUTA CASTIGLIONI 750 ML
67826,FRESCOBALDI NIPOZZANO,0,,23.99,1,358,32,,7,0,1,0,0,,FRESCOBALDI NIPOZZANO 750 ML WS92
67827,ALVERDI PINOT GRIGIO ,0,,7.99,0,364,32,,7,0,1,0,0,,ALVERDI PINOT GRIGIO  750 ML
67828,FOUR VINES CHARDONNAY NAKED,0,,13.99,0,320,30,,7,0,1,0,0,,FOUR VINES CHARDONNAY NAKED 750 ML
67829,NIELSON BY BYRON PINOT NOIR 13,0,,23.99,8,316,30,,7,0,1,0,0,,NIELSON BY BYRON PINOT NOIR 13 750 ML RP91
67830,CAMUS VS ,0,,29.99,9,269,20,,7,0,1,0,0,,CAMUS VS  750 ML
67831,CAMUS BORDERIES X.O. ,0,,179.99,0,269,20,,7,0,1,0,0,,CAMUS BORDERIES X.O.  750 ML
67832,CAMUS BORDERIES VSOP ,0,,49.99,3,269,20,,7,0,1,0,0,,CAMUS BORDERIES VSOP  750 ML
67833,CAMUS VSOP ,0,,41.99,5,269,20,,7,0,1,0,0,,CAMUS VSOP  750 ML
67834,BREAD & BUTTER PINOT NOIR ,0,,12.99,29,316,30,,7,0,1,0,0,,BREAD & BUTTER PINOT NOIR  750 ML
67835,PLUNGER HEAD CABERNET 2013,0,,11.99,6,314,30,,7,0,1,0,0,,PLUNGER HEAD CABERNET 2013 750 ML
67836,PENNYWISE CHARDONNAY,0,,12.99,7,320,30,,7,0,1,0,0,,PENNYWISE CHARDONNAY 750 ML
67837,PENNYWISE MERLOT,0,,12.99,0,315,30,,7,0,1,0,0,,PENNYWISE MERLOT 750 ML
67838,LEESE FITCH SAUV BLANC ,0,2014,9.99,17,324,30,,7,0,1,0,0,,LEESE FITCH SAUV BLANC  750 ML 2014
67839,HANGTIME PINOT NOIR '13 ,0,,13.99,0,316,30,,7,0,1,0,0,,HANGTIME PINOT NOIR '13  750 ML
67840,CHAT RIOTOR ROSE 2015,0,,15.99,0,351,31,,7,0,1,1,0,,CHAT RIOTOR ROSE 2015 750 ML
67841,SHINGLEBACK SHIRAZ 2011,0,,17.99,0,521,33,,7,0,1,1,0,,SHINGLEBACK SHIRAZ 2011 750 ML JH92
67842,TRUE THRIST CIDER 750ML,0,,10.99,-1,613,21,,7,0,1,0,0,,TRUE THRIST CIDER 750ML 750 ML
67843,TRUE REBEL RESERVE CIDER 750ML,0,,14.99,6,613,21,,7,0,1,0,0,,TRUE REBEL RESERVE CIDER 750ML 750 ML
67844,CHRONIC CELLAR PINK PEDAL ROSE,0,,14.99,0,313,30,,7,0,1,0,0,,CHRONIC CELLAR PINK PEDAL ROSE 750 ML
67845,OUR DAILY CAB 2015,0,,9.99,3,314,30,,7,0,1,0,0,,OUR DAILY CAB 2015 750 ML
67846,FOUR ROSES SINGLE BARREL ,0,,46.99,4,262,18,,7,0,1,0,0,,FOUR ROSES SINGLE BARREL  750 ML
67847,FOUR ROSES BOURBON ,0,,23.99,24,262,18,,7,0,1,0,0,,FOUR ROSES BOURBON  750 ML
67848,BROWNE CABERNET 2012 ,0,,31.99,3,525,59,,7,0,1,0,0,,BROWNE CABERNET 2012  750 ML
67849,LUCENTE 2013,0,,26.99,0,577,32,,7,0,1,0,0,,LUCENTE 2013 750 ML
67850,HENRIOT BRUT,0,,39.99,5,297,28,,7,0,1,0,0,,HENRIOT BRUT 750 ML
67851,CYCLES GLADIATOR PINOT NOIR,0,,9.99,0,316,30,,7,0,1,0,0,,CYCLES GLADIATOR PINOT NOIR 750 ML
67852,MCMANIS CHARDONNAY,0,,9.99,15,320,30,,7,0,1,0,0,,MCMANIS CHARDONNAY 750 ML
67853,MCMANIS PETITE SIRAH ,0,,9.99,25,635,30,,7,0,1,0,0,,MCMANIS PETITE SIRAH  750 ML
67854,MCMANIS PINOT NOIR,0,,9.99,24,316,30,,7,0,1,0,0,,MCMANIS PINOT NOIR 750 ML
67856,BROWNE CHARDONNAY 2013 ,0,,27.99,8,334,59,,7,0,1,0,0,,BROWNE CHARDONNAY 2013  750 ML
67857,HOUSE WINE MARKET MOSCATO ,0,,9.99,0,644,59,,7,0,1,0,0,,HOUSE WINE MARKET MOSCATO  750 ML
67858,CANOE RIDGE EXPEDITION CHARD,0,,14.99,0,334,59,,7,0,1,0,0,,CANOE RIDGE EXPEDITION CHARD 750 ML
67859,ENTRESUELOS TEMPRANILLO 2012,0,,9.99,22,376,34,,7,0,1,0,0,,ENTRESUELOS TEMPRANILLO 2012 750 ML
67860,SHANIA MONASTRELL 2015 3.0L,0,,17.99,0,311,29,,11,0,1,0,0,,SHANIA MONASTRELL 2015 3.0L 3 LT
67861,BLUEGRAY PRIORAT 2013,0,,17.99,15,376,34,,7,0,1,0,0,,BLUEGRAY PRIORAT 2013 750 ML
67862,SHANIA WHITE 2015 3.0L BOX,0,,17.99,0,311,29,,11,0,1,0,0,,SHANIA WHITE 2015 3.0L BOX 3 LT
67863,HONORO VERA ROSE ,0,,7.99,20,378,34,,7,0,1,0,0,,HONORO VERA ROSE  750 ML
67864,JUAN GIL 100TH ANNIVERSARY ,0,,17.99,0,376,34,,7,0,1,0,0,,JUAN GIL 100TH ANNIVERSARY  750 ML
67865,ORNELLAIA 2008,0,,199.99,7,577,32,,7,0,1,0,,0,0
67866,ROBERTSON SWEET RED ,0,,6.99,0,397,39,,7,0,1,1,0,,ROBERTSON SWEET RED  750 ML
